100 kDa ileum brush border membrane protei	3.4.17.21
Putative dioxygenase C576.01	1.-.-.-
Putative dioxygenase Mb010	1.-.-.-
Putative dioxygenase RBE_032	1.13.11.-
Putative dioxygenase RC054	1.13.11.-
Putative dioxygenase RF_061	1.13.11.-
Putative dioxygenase RP39	1.13.11.-
Putative dioxygenase RT038	1.13.11.-
Putative dioxygenase Rv0097/MT010	1.-.-.-
Putative dioxygenase SSO153	1.13.-.-
Putative dioxygenase subunit alpha yea	1.14.-.-
Putative dioxygenase subunit beta yea	1.-.-.-
Putative dioxygenase VC_134	1.13.-.-
Putative dipeptidase MW169	3.4.13.-
Putative dipeptidase SA157	3.4.13.-
Putative dipeptidase SAB1611	3.4.13.-
Putative dipeptidase SACOL180	3.4.13.-
Putative dipeptidase SAOUHSC_0186	3.4.13.-
Putative dipeptidase SAR183	3.4.13.-
Putative dipeptidase SAS167	3.4.13.-
Putative dipeptidase SAUSA300_169	3.4.13.-
Putative dipeptidase SAV175	3.4.13.-
Putative dipeptidase SE_142	3.4.13.-
Putative dipeptidase SERP131	3.4.13.-
Putative dipeptidase SH117	3.4.13.-
Putative dipeptidase SSP101	3.4.13.-
Putative dipeptidase ykv	3.4.13.-
Putative dipeptidase ytj	3.4.13.-
Putative dipeptidyl aminopeptidase C14C4.15	3.4.14.-
Putative dipeptidyl aminopeptidase C2E11.0	3.4.14.-
Putative diphosphoinositol polyphosphate phosphohydrolas	3.6.1.52
Putative D-lactate dehydrogenas	1.1.1.28
Putative D-lactate dehydrogenase C713.03, mitochondria	1.1.2.4
Putative DNA-3-methyladenine glycosylase yfj	3.2.2.21
Putative DNA-(apurinic or apyrimidinic site) lyase Mb2491	3.2.2.-
Putative DNA-(apurinic or apyrimidinic site) lyase Mb332	3.2.2.-
Putative DNA-(apurinic or apyrimidinic site) lyase Rv2464c/MT253	3.2.2.-
Putative DNA-(apurinic or apyrimidinic site) lyase Rv3297/MT339	3.2.2.-
Putative DNA-(apurinic or apyrimidinic site) lyase SCO576	3.2.2.-
Putative DNA-binding protein A2	3.4.19.12
Putative DNA (cytosine-5)-methyltransferase CMT	2.1.1.37
Putative DNA-directed RNA polymerase subunit alpha-like	2.7.7.6
Putative DNA-directed RNA polymerase subunit L37	2.7.7.6
Putative DNA-directed RNA polymerase subunit omeg	2.7.7.6
Putative DNA directed RNA polymerase subunit R47	2.7.7.6
Putative DNA glycosylase Mb2491	3.2.2.-
Putative DNA glycosylase Mb332	3.2.2.-
Putative DNA glycosylase Rv2464c/MT253	3.2.2.-
Putative DNA glycosylase Rv3297/MT339	3.2.2.-
Putative DNA glycosylase SCO576	3.2.2.-
Putative DNA helicase INO80 complex homolog	3.6.4.12
Putative DNA helicase ino-8	3.6.4.12
Putative DNA helicase ino8	3.6.4.12
Putative DNA helicase Ino8	3.6.4.12
Putative DNA helicase INO8	3.6.4.12
Putative DNA ligase 052	6.5.1.2
Putative DNA ligase 205	6.5.1.2
Putative DNA ligase	6.5.1.1
Putative DNA methyltransferase yee	2.1.1.-
Putative DNA polymerase type-	2.7.7.7
Putative DNA repair and recombination protein RAD26-lik	3.6.4.-
Putative DNA topoisomerase 2, mitochondria	5.99.1.3
Putative DNA topoisomerase	5.99.1.2
Putative dolichyldiphosphatas	3.6.1.43
Putative dTDP-D-glucose 4,6-dehydratas	4.2.1.46
Putative dual specificity tyrosine-phosphorylation-regulated kinase 3 homolo	2.7.12.1
Putative D-xylulose reductas	1.1.1.9
Putative E3 ubiquitin-protein ligase ARI	6.3.2.-
Putative E3 ubiquitin-protein ligase C36B7.05	6.3.2.-
Putative E3 ubiquitin-protein ligase E4F	6.3.2.-
Putative E3 ubiquitin-protein ligase makorin-	6.3.2.-
Putative E3 ubiquitin-protein ligase ORTHRUS	6.3.2.-
Putative E3 ubiquitin-protein ligase protein PFF1365	6.3.2.-
Putative E3 ubiquitin-protein ligase RF29	6.3.2.-
Putative E3 ubiquitin-protein ligase RF	6.3.2.-
Putative E3 ubiquitin-protein ligase RING1	6.3.2.-
Putative E3 ubiquitin-protein ligase SH3RF	6.3.2.-
Putative E3 ubiquitin-protein ligase SINA-like	6.3.2.-
Putative E3 ubiquitin-protein ligase SINAT	6.3.2.-
Putative E3 ubiquitin-protein ligase ubr	6.3.2.-
Putative E3 ubiquitin-protein ligase UBR	6.3.2.-
Putative E3 ubiquitin-protein ligase UNK	6.3.2.-
Putative E3 ubiquitin-protein ligase XBAT3	6.3.2.-
Putative endo-1,3(4)-beta-glucanase	3.2.1.6
Putative endo-1,4-beta-xylanas	3.2.1.8
Putative endo-beta-N-acetylglucosaminidas	3.2.1.96
Putative endoglucanase	3.2.1.4
Putative endoglucanase type	3.2.1.4
Putative endonuclease	3.1.21.2
Putative endonuclease BB_041	3.1.30.-
Putative endonuclease C1F12.06	3.1.-.-
Putative endonuclease FLJ3902	3.1.-.-
Putative endonuclease FLJ39025 homolo	3.1.-.-
Putative endonuclease L38	3.1.-.-
Putative endonuclease seg	3.1.-.-
Putative endoribonuclease sym	3.1.-.-
Putative enoyl reductase C646.07	1.3.1.38
Putative epimerase lsr	5.1.3.-
Putative esteras	3.1.1.-
Putative esterase AF_226	3.1.2.-
Putative esterase C31F10.0	3.1.2.-
Putative esterase C44C1.	3.1.1.-
Putative esterase comA	3.1.2.-
Putative esterase DR_232	3.1.2.-
Putative esterase DR_240	3.1.2.-
Putative esterase F42H10.	3.1.2.-
Putative esterase HI_116	3.1.2.-
Putative esterase/lipas	3.1.-.-
Putative esterase/lipase	3.1.-.-
Putative esterase/lipase HI_019	3.1.-.-
Putative esterase PA047	3.1.2.-
Putative esterase PA161	3.1.2.-
Putative esterase PAE132	3.1.2.-
Putative esterase PM078	3.1.2.-
Putative esterase Rv1847/MT189	3.1.2.-
Putative esterase slr026	3.1.1.-
Putative esterase SSO125	3.1.2.-
Putative esterase SSO214	3.1.2.-
Putative esterase ST006	3.1.2.-
Putative esterase ST179	3.1.2.-
Putative esterase Ta029	3.1.2.-
Putative esterase TV133	3.1.2.-
Putative esterase VC_A058	3.1.2.-
Putative esterase VNG_1336	3.1.2.-
Putative esterase yhe	3.1.1.-
Putative esterase yit	3.1.-.-
Putative esterase YMR210	3.1.1.-
Putative esterase ytx	3.1.-.-
Putative eukaryotic initiation factor 4A-	3.6.4.13
Putative exoglucanase type	3.2.1.91
Putative exonuclease 012	3.1.11.-
Putative exonuclease 059	3.1.11.-
Putative exonuclease GOR-like protei	3.1.-.-
Putative exopolyphosphatas	3.6.1.11
Putative exosome complex exonuclease rrp4	3.1.13.-
Putative exosome complex exonuclease RRP4	3.1.13.-
Putative export ATP-binding/permease protein RBE_049	3.6.3.-
Putative export ATP-binding/permease protein RC107	3.6.3.-
Putative export ATP-binding/permease protein RF_021	3.6.3.-
Putative export ATP-binding/permease protein RP69	3.6.3.-
Putative export ATP-binding/permease protein RT069	3.6.3.-
Putative extracellular sulfatase Sulf-1 homolo	3.1.6.-
Putative F420-dependent NADP reductas	1.-.-.-
Putative FAD-linked sulfhydryl oxidase 096	1.8.3.2
Putative FAD-linked sulfhydryl oxidase 347	1.8.3.2
Putative fatty-acid--CoA ligase fadD1	6.2.1.-
Putative fatty-acid--CoA ligase fadD2	6.2.1.-
Putative fatty acid oxidation complex trifunctional enzym	1.1.1.35
Putative fatty acid synthase subunit TOX	4.2.1.61
Putative fatty acyl-CoA reductase	1.2.1.n2
Putative fatty acyl-CoA reductase CG506	1.2.1.n2
Putative fatty acyl-CoA reductase CG830	1.2.1.n2
Putative fatty aldehyde dehydrogenase HFD	1.2.1.-
Putative ferric-chelate reductase	1.-.-.-
Putative ferric-chelate reductase 1 homolo	1.-.-.-
Putative FKBP-type peptidyl-prolyl cis-trans isomerase MJ027	5.2.1.8
Putative FKBP-type peptidyl-prolyl cis-trans isomerase MJ082	5.2.1.8
Putative flavin-containing monoamine oxidase Aof	1.4.3.-
Putative flavin-containing monooxygenase	1.14.13.-
Putative flavin-containing monooxygenase	1.8.-.-
Putative flavin reductase rut	1.5.1.-
Putative folate hydrolase 1	3.4.-.-
Putative folylpolyglutamate synthas	6.3.2.17
Putative formamidase C869.0	3.5.1.49
Putative formate acetyltransferase	2.3.1.54
Putative formate dehydrogenase	1.2.1.2
Putative formate dehydrogenase MW222	1.2.1.2
Putative formate dehydrogenase SA210	1.2.1.2
Putative formate dehydrogenase SAB2186	1.2.1.2
Putative formate dehydrogenase SACOL230	1.2.1.2
Putative formate dehydrogenase SAOUHSC_0258	1.2.1.2
Putative formate dehydrogenase SAR239	1.2.1.2
Putative formate dehydrogenase SAS220	1.2.1.2
Putative formate dehydrogenase SAUSA300_225	1.2.1.2
Putative formate dehydrogenase SAV230	1.2.1.2
Putative formate dehydrogenase SH074	1.2.1.2
Putative formate dehydrogenase SSP060	1.2.1.2
Putative formate dehydrogenase yrh	1.2.1.2
Putative fructokinas	2.7.1.4
Putative fructokinase-	2.7.1.4
Putative fructose-bisphosphate aldolase, chloroplasti	4.1.2.13
Putative frv operon regulatory protei	2.7.1.-
Putative fucosyltransferase 1	2.4.1.-
Putative fucosyltransferase R65	2.4.1.-
Putative fumarate hydratase subunit alph	4.2.1.2
Putative fumarate hydratase subunit bet	4.2.1.2
Putative fumarate reductas	1.3.1.6
Putative galactocerebrosidas	3.2.1.46
Putative galactokinas	2.7.1.6
Putative galactosamine-6-phosphate isomeras	5.3.1.-
Putative galacturan 1,4-alpha-galacturonidase	3.2.1.67
Putative galacturonosyltransferase	2.4.1.-
Putative gamma-glutamylcyclotransferas	2.3.2.-
Putative gamma-glutamylcyclotransferase At3g0291	2.3.2.-
Putative gamma-glutamylcyclotransferase BH161	2.3.2.-
Putative gamma-glutamylcyclotransferase CG281	2.3.2.-
Putative gamma-glutamylcyclotransferase MJ151	2.3.2.-
Putative gamma-glutamylcyclotransferase PH082	2.3.2.-
Putative gamma-glutamylcyclotransferase VC_254	2.3.2.-
Putative gamma-glutamylcyclotransferase ykq	2.3.2.-
Putative gamma-glutamyltransferase ywr	2.3.2.2
Putative gamma-glutamyltranspeptidase	2.3.2.2
Putative gamma-glutamyltranspeptidase 3 heavy chai	2.3.2.2
Putative gamma-glutamyltranspeptidase 3 light chai	2.3.2.2
Putative GDP-fucose protein O-fucosyltransferase	2.4.1.221
Putative GDP-L-fucose synthase	1.1.1.271
Putative GDSL-motif lipase/hydrolase-like protei	3.1.-.-
Putative gentamicin aminotransferase I	2.6.1.-
Putative glucanase glg	3.2.1.-
Putative glucan endo-1,3-beta-glucosidase btg	3.2.1.39
Putative glucan endo-1,3-beta-glucosidase GV	3.2.1.39
Putative glucanohydrolase pep1	3.2.1.-
Putative glucokinase-	2.7.1.2
Putative glucosamine--fructose-6-phosphate aminotransferase [isomerizing	2.6.1.16
Putative glucose-6-phosphate 1-epimeras	5.1.3.15
Putative glucose-6-phosphate isomerase	5.3.1.9
Putative glucosidase lpl	3.2.1.-
Putative glutamate synthase [NADPH	1.4.1.13
Putative glutamate synthase [NADPH] small chai	1.4.1.13
Putative glutaminase DH11.	3.5.1.2
Putative glutaminase F30F8.	3.5.1.2
Putative glutamine amidotransferase HI_103	2.4.2.-
Putative glutamine amidotransferase MTH_19	2.4.2.-
Putative glutamine amidotransferase Rv2859	2.4.2.-
Putative glutamine amidotransferase slr019	2.4.2.-
Putative glutamine amidotransferase yaf	2.4.2.-
Putative glutamine amidotransferase YLR126	2.4.2.-
Putative glutamine-dependent NAD(+) synthetas	6.3.5.1
Putative glutamine synthetas	6.3.1.2
Putative glutaredoxin Rv3198.1/MT329	1.-.-.-
Putative glutathione peroxidas	1.11.1.9
Putative glutathione peroxidase 7, chloroplasti	1.11.1.9
Putative glutathione S-transferase alpha-	2.5.1.18
Putative glutathione S-transferase C1183.0	2.5.1.18
Putative glutathione S-transferase DHAR	2.5.1.18
Putative glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12
Putative glycerol-1-phosphate prenyltransferas	2.5.1.-
Putative glycerol kinase	2.7.1.30
Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog K10B3.	3.1.-.-
Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog T05H10.	3.1.-.-
Putative glycerophosphocholine phosphodiesterase GPCPD	3.1.-.-
Putative glycerophosphoryl diester phosphodiesterase yhd	3.1.4.46
Putative glycine dehydrogenase [decarboxylating], mitochondria	1.4.4.2
Putative glycine receptor-tubulin linker protei	2.7.7.n5
Putative glycine receptor-tubulin linker protein homolo	2.7.7.n5
Putative glycogen [starch] synthas	2.4.1.11
Putative glycogen synthase kinase-3 homolo	2.7.11.26
Putative glycoprotein endopeptidase kae-	3.4.24.-
Putative glycoprotein endopeptidase kae	3.4.24.-
Putative glycoprotein endopeptidase KAE	3.4.24.-
Putative glycosidas	3.2.1.-
Putative glycosylase ykv	3.2.-.-
Putative glycosyltransferase	2.4.-.-
Putative glycosyltransferase 4	2.4.-.-
Putative glycosyltransferase 6	2.4.-.-
Putative glycosyltransferase ALG1L	2.4.1.-
Putative glycosyltransferase ALG1-lik	2.4.1.-
Putative glycosyltransferase C06E1.	2.4.-.-
Putative glycosyltransferase C14A4.	2.4.-.-
Putative glycosyltransferase C1834.0	2.4.-.-
Putative glycosyltransferase csb	2.4.-.-
Putative glycosyltransferase eps	2.4.-.-
Putative glycosyltransferase HI_025	2.-.-.-
Putative glycosyltransferase HI_026	2.-.-.-
Putative glycosyltransferase HI_076	2.-.-.-
Putative glycosyltransferase HOC	2.4.-.-
Putative glycosyltransferase MJ111	2.-.-.-
Putative glycosyltransferase ORF30	2.4.-.-
Putative glycosyltransferase ORF31	2.4.-.-
Putative glycosyltransferase ORF3	2.4.-.-
Putative glycosyltransferase ORF33	2.4.-.-
Putative glycosyltransferase ORF37	2.4.-.-
Putative glycosyltransferase R65	2.-.-.-
Putative glycosyltransferase SCO367	2.-.-.-
Putative glycosyltransferase tag	2.4.-.-
Putative glycosyltransferase ytc	2.4.-.-
Putative glycylpeptide N-tetradecanoyltransferas	2.3.1.97
Putative glycylpeptide N-tetradecanoyltransferase	2.3.1.97
Putative glycyl-tRNA synthetas	6.1.1.14
Putative glycyl-tRNA synthetase, cytoplasmi	6.1.1.14
Putative GMC-type oxidoreductase L12	1.-.-.-
Putative GMC-type oxidoreductase R13	1.-.-.-
Putative GMP synthase [glutamine-hydrolyzing]	6.3.5.2
Putative GMP synthase [glutamine-hydrolyzing	6.3.5.2
Putative GPI-anchor transamidas	3.-.-.-
Putative GPI inositol-deacylase	3.1.-.-
Putative GTPase AF_128	3.6.-.-
Putative GTPase CC_248	3.6.-.-
Putative GTPase PH027	3.6.-.-
Putative GTPase PYRAB0249	3.6.-.-
Putative GTP-binding protein trim-23 homolo	6.3.2.-
Putative GTP cyclohydrolase URC	3.5.4.-
Putative H/ACA ribonucleoprotein complex subunit	5.4.99.-
Putative HAD-hydrolase yfn	3.-.-.-
Putative HAD-like hydrolase Noc_271	3.-.-.-
Putative helicas	3.6.4.-
Putative helicas	5.99.1.-
Putative helicase 022	3.6.4.-
Putative helicase 087	3.6.4.-
Putative helicase 109	3.6.4.-
Putative helicase 121	3.6.4.-
Putative helicase 161	3.6.4.-
Putative helicase 172	3.6.4.-
Putative helicase 184	3.6.4.-
Putative helicase 2	3.6.4.-
Putative helicase	3.6.4.-
Putative helicase C962	3.6.4.-
Putative helicase L11	3.6.4.-
Putative helicase L207/L20	3.6.4.-
Putative helicase mov-10-B.	3.6.4.13
Putative helicase Mov10l	3.6.4.13
Putative helicase MOV-1	3.6.4.13
Putative helicase mug8	3.6.4.-
Putative helicase R59	3.6.4.-
Putative helicase V1	3.6.4.-
Putative heme-binding peroxidas	1.11.1.-
Putative hemin import ATP-binding protein hrt	3.6.3.-
Putative HERV-K_Xq28 provirus ancestral Pol protei	2.7.7.49
Putative hexokinase HKDC	2.7.1.1
Putative hexokinase YLR446	2.7.1.1
Putative hexulose-6-phosphate isomeras	5.-.-.-
Putative histidine biosynthesis bifunctional protein hisC	1.1.1.23
Putative histidinol dehydrogenas	1.1.1.23
Putative histidinol dehydrogenase	1.1.1.23
Putative histidyl-tRNA synthetas	6.1.1.21
Putative histone deacetylase 1	3.5.1.98
Putative histone deacetylase	3.5.1.98
Putative histone-lysine N-methyltransferase ASHH	2.1.1.43
Putative histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1	2.1.1.43
Putative histone-lysine N-methyltransferase PFF1440	2.1.1.43
Putative histone-lysine N-methyltransferase PRDM	2.1.1.43
Putative HMP-PP phosphatas	3.6.1.-
Putative HMP/thiamine import ATP-binding protein yko	3.6.3.-
Putative HNH homing endonuclease yos	3.1.-.-
Putative Holliday junction resolvas	3.1.-.-
Putative homoserine O-acetyltransferas	2.3.1.31
Putative HPr kinase/phosphorylas	2.7.11.-
Putative HPr kinase/phosphorylase	2.7.11.-
Putative HTH-type DNA-binding domain-containing acetyltransferase ybf	2.3.1.-
Putative HTH-type transcriptional regulato	2.7.1.2
Putative hydrogenase maturation protease MJ025	3.4.23.-
Putative hydrogenase maturation protease MJ063	3.4.23.-
Putative hydrolas	2.7.7.7
Putative hydrolase 080	3.6.1.-
Putative hydrolase 111	3.6.1.-
Putative hydrolase 414	3.6.1.-
Putative hydrolase AHA_134	3.1.-.-
Putative hydrolase ASA_131	3.1.-.-
Putative hydrolase Athe_062	3.1.-.-
Putative hydrolase BCI_031	3.1.-.-
Putative hydrolase CA_C050	3.1.-.-
Putative hydrolase CBO3379/CLC_332	3.1.-.-
Putative hydrolase CKO_0203	3.1.-.-
Putative hydrolase CLB_343	3.1.-.-
Putative hydrolase CLD_112	3.1.-.-
Putative hydrolase CLI_356	3.1.-.-
Putative hydrolase Csac_118	3.1.-.-
Putative hydrolase Cthe_011	3.1.-.-
Putative hydrolase ECA252	3.1.-.-
Putative hydrolase Ent638_155	3.1.-.-
Putative hydrolase KPK_350	3.1.-.-
Putative hydrolase KPN78578_1029	3.1.-.-
Putative hydrolase M6_Spy053	3.-.-.-
Putative hydrolase mhq	3.1.-.-
Putative hydrolase MSMEG_399	3.5.-.-
Putative hydrolase NT01CX_128	3.1.-.-
Putative hydrolase NT01EI_157	3.1.-.-
Putative hydrolase PBPRB202	3.1.-.-
Putative hydrolase PC1_179	3.1.-.-
Putative hydrolase Pcar_258	3.1.-.-
Putative hydrolase PMI100	3.1.-.-
Putative hydrolase RBBP	3.-.-.-
Putative hydrolase Sama_223	3.1.-.-
Putative hydrolase Sbal_147	3.1.-.-
Putative hydrolase Sbal195_150	3.1.-.-
Putative hydrolase Sbal223_288	3.1.-.-
Putative hydrolase Sfri_370	3.1.-.-
Putative hydrolase Shal_151	3.1.-.-
Putative hydrolase Shew_142	3.1.-.-
Putative hydrolase Shew185_146	3.1.-.-
Putative hydrolase Shewana3_279	3.1.-.-
Putative hydrolase Shewmr4_261	3.1.-.-
Putative hydrolase Shewmr7_268	3.1.-.-
Putative hydrolase SMU_36	3.-.-.-
Putative hydrolase SO_165	3.1.-.-
Putative hydrolase Spea_143	3.1.-.-
Putative hydrolase Spro_193	3.1.-.-
Putative hydrolase Sputcn32_136	3.1.-.-
Putative hydrolase Sputw3181_273	3.1.-.-
Putative hydrolase Ssed_293	3.1.-.-
Putative hydrolase Swoo_170	3.1.-.-
Putative hydrolase swp_162	3.1.-.-
Putative hydrolase Teth39_057	3.1.-.-
Putative hydrolase Teth514_106	3.1.-.-
Putative hydrolase Tola_082	3.1.-.-
Putative hydrolase TTE196	3.1.-.-
Putative hydrolase VC_A089	3.1.-.-
Putative hydrolase VCM66_A085	3.1.-.-
Putative hydrolase VF_A006	3.1.-.-
Putative hydrolase VF_A077	3.1.-.-
Putative hydrolase VFMJ11_A009	3.1.-.-
Putative hydrolase VFMJ11_A089	3.1.-.-
Putative hydrolase VIBHAR_0498	3.1.-.-
Putative hydrolase VPA050	3.1.-.-
Putative hydrolase VPA152	3.1.-.-
Putative hydrolase VSAL_II088	3.1.-.-
Putative hydrolase VS_II042	3.1.-.-
Putative hydrolase VV2_146	3.1.-.-
Putative hydrolase VVA028	3.1.-.-
Putative hydrolase ybf	3.-.-.-
Putative hydrolase ycd	3.1.-.-
Putative hydrolase yde	3.-.-.-
Putative hydrolase YE242	3.1.-.-
Putative hydrolase YPA_141	3.1.-.-
Putative hydrolase YpAngola_A244	3.1.-.-
Putative hydrolase YPDSF_108	3.1.-.-
Putative hydrolase YPK_216	3.1.-.-
Putative hydrolase YPN_151	3.1.-.-
Putative hydrolase YPO2037/y2275/YP_188	3.1.-.-
Putative hydrolase YpsIP31758_205	3.1.-.-
Putative hydrolase YPTB201	3.1.-.-
Putative hydrolase YPTS_207	3.1.-.-
Putative hydrolase yta	3.-.-.-
Putative hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	2.7.1.49
Putative hydroxymethylpyrimidine/phosphomethylpyrimidine kinase C18B5.05	2.7.1.49
Putative hydroxypyruvate isomeras	5.3.1.22
Putative hydroxypyruvate reductas	1.1.1.81
Putative imidazole glycerol phosphate synthase subunit his	4.1.3.-
Putative imidazole glycerol phosphate synthase subunit hisF	4.1.3.-
Putative indole-3-acetic acid-amido synthetase GH3.1	6.3.2.-
Putative indole-3-acetic acid-amido synthetase GH3.	6.3.2.-
Putative inorganic pyrophosphatase C3A12.0	3.6.1.1
Putative inosamine-phosphate amidinotransferase	2.1.4.2
Putative inosine-5'-monophosphate dehydrogenase IMD	1.1.1.205
Putative inositol monophosphatase	3.1.3.25
Putative insulin-like peptide recepto	2.7.10.1
Putative invertas	3.2.1.26
Putative isoaspartyl peptidase/L-asparaginas	3.4.19.5
Putative isoaspartyl peptidase/L-asparaginase	3.4.19.5
Putative isoaspartyl peptidase/L-asparaginase 4 subunit alph	3.4.19.5
Putative isoaspartyl peptidase/L-asparaginase 4 subunit bet	3.4.19.5
Putative isoaspartyl peptidase/L-asparaginase subunit alph	3.4.19.5
Putative isoaspartyl peptidase/L-asparaginase subunit bet	3.4.19.5
Putative isochorismatase family protein rut	3.-.-.-
Putative isochorismate synthas	5.4.4.2
Putative isoleucyl-tRNA synthetas	6.1.1.5
Putative isomerase yit	5.-.-.-
Putative JmjC domain-containing histone demethylation protein	1.14.11.27
Putative ketoacyl reductas	1.3.1.-
Putative ketol-acid reductoisomerase	1.1.1.86
Putative KHG/KDPG aldolas	4.1.3.16
Putative kinase MCAP_023	2.7.-.-
