(+)-abscisic acid 8'-hydroxylase	1.14.13.93
rRNA (adenosine-2'-O-)-methyltransferase	2.1.1.66
rRNA (guanine-N1-)-methyltransferase	2.1.1.51
rRNA (guanine-N2-)-methyltransferase	2.1.1.52
rRNA N-glycosylase	3.2.2.22
rRNA endonuclease	3.1.27.10
rabbit hemorrhagic disease virus 3C-like protease	3.4.22.B15 (preliminary BRENDA-supplied EC number)
raffinose-raffinose alpha-galactosyltransferase	2.4.1.166
raucaffricine beta-glucosidase	3.2.1.125
receptor protein serine/threonine kinase	2.7.11.30
receptor protein-tyrosine kinase	2.7.10.1
red chlorophyll catabolite reductase	1.3.1.80
renin	3.4.23.15
reticuline oxidase	1.21.3.3
retinal dehydrogenase	1.2.1.36
retinal oxidase	1.2.3.11
retinol NAD(P)+ dehydrogenase	1.1.1.B6 (preliminary BRENDA-supplied EC number)
retinol O-fatty-acyltransferase	2.3.1.76
retinol dehydrogenase	1.1.1.105
retinyl-palmitate esterase	3.1.1.21
rhamnulokinase	2.7.1.5
rhodopsin kinase	2.7.11.14
rhomboid protease	3.4.21.105
ribitol 2-dehydrogenase	1.1.1.56
ribitol-5-phosphate 2-dehydrogenase	1.1.1.137
riboflavin kinase	2.7.1.26
riboflavin phosphotransferase	2.7.1.42
riboflavin synthase	2.5.1.9
riboflavinase	3.5.99.1
ribokinase	2.7.1.15
ribonuclease D	3.1.13.5
ribonuclease E	3.1.26.12 ()
ribonuclease F	3.1.27.7
ribonuclease III	3.1.26.3
ribonuclease IV	3.1.26.6
ribonuclease IX	3.1.26.10
ribonuclease M5	3.1.26.8
ribonuclease P	3.1.26.5
ribonuclease P4	3.1.26.7
ribonuclease T1	3.1.27.3
ribonuclease T2	3.1.27.1
ribonuclease U2	3.1.27.4
ribonuclease [poly-(U)-specific]	3.1.26.9
ribonuclease alpha	3.1.26.2
ribonucleoside-diphosphate reductase	1.17.4.1
ribonucleoside-triphosphate reductase	1.17.4.2
ribose 1,5-bisphosphate phosphokinase	2.7.4.23
ribose 1-dehydrogenase (NADP+)	1.1.1.115
ribose-5-phosphate adenylyltransferase	2.7.7.35
ribose-phosphate diphosphokinase	2.7.6.1
ribosomal-protein-alanine N-acetyltransferase	2.3.1.128
ribosyldihydronicotinamide dehydrogenase (quinone)	1.10.99.2
ribosylnicotinamide kinase	2.7.1.22
ribosylpyrimidine nucleosidase	3.2.2.8
ribulokinase	2.7.1.16
ricinine nitrilase	3.5.5.2
rifamycin-B oxidase	1.10.3.6
rosmarinate synthase	2.3.1.140
rubber cis-polyprenylcistransferase	2.5.1.20
ruberlysin	3.4.24.48
rubredoxin-NAD(P)+ reductase	1.18.1.4
rubredoxin-NAD+ reductase	1.18.1.1
russellysin	3.4.24.58
sabinene-hydrate synthase	4.2.3.11
saccharolysin	3.4.24.37
saccharopine dehydrogenase (NAD+, L-glutamate-forming)	1.5.1.9
saccharopine dehydrogenase (NAD+, L-lysine-forming)	1.5.1.7
saccharopine dehydrogenase (NADP+, L-glutamate-forming)	1.5.1.10
saccharopine dehydrogenase (NADP+, L-lysine-forming)	1.5.1.8
salicyl-alcohol beta-D-glucosyltransferase	2.4.1.172
salicylaldehyde dehydrogenase	1.2.1.65
salicylate 1-monooxygenase	1.14.13.1
salutaridine reductase (NADPH)	1.1.1.248
salutaridine synthase	1.14.21.4
sarcosine dehydrogenase	1.5.99.1
sarcosine oxidase	1.5.3.1
sarcosine reductase	1.21.4.3
sarcosine/dimethylglycine N-methyltransferase	2.1.1.157
sarsapogenin 3beta-glucosyltransferase	2.4.1.193
sclareol cyclase	3.1.7.4
scopoletin glucosyltransferase	2.4.1.128
scyllo-inosamine 4-kinase	2.7.1.65
scyllo-inosamine-4-phosphate amidinotransferase	2.1.4.2
scymnol sulfotransferase	2.8.2.32
scytalone dehydratase	4.2.1.94
secologanin synthase	1.3.3.9
secondary-alcohol oxidase	1.1.3.18
sedoheptulokinase	2.7.1.14
sedoheptulose-bisphosphatase	3.1.3.37
sedolisin	3.4.21.100
selenate reductase	1.97.1.9
selenide, water dikinase	2.7.9.3
selenocysteine lyase	4.4.1.16
selenocysteine methyltransferase	2.1.1.B4 (preliminary BRENDA-suppied EC number)
semenogelase	3.4.21.77
senecionine N-oxygenase	1.14.13.101
sep-tRNA:Cys-tRNA synthase	2.5.1.B2 (preliminary BRENDA-supplied EC number)
separase	3.4.22.49
sepiapterin deaminase	3.5.4.24
sepiapterin reductase	1.1.1.153
sequoyitol dehydrogenase	1.1.1.143
serine 2-dehydrogenase	1.4.1.7
serine 3-dehydrogenase	1.1.1.276
serine C-palmitoyltransferase	2.3.1.50
serine O-acetyltransferase	2.3.1.30
serine racemase	5.1.1.18 ()
serine-ethanolaminephosphate phosphodiesterase	3.1.4.13
serine-glyoxylate transaminase	2.6.1.45
serine-phosphoethanolamine synthase	2.7.8.4
serine-pyruvate transaminase	2.6.1.51
serine-sulfate ammonia-lyase	4.3.1.10
serine-type D-Ala-D-Ala carboxypeptidase	3.4.16.4
serralysin	3.4.24.40
shikimate O-hydroxycinnamoyltransferase	2.3.1.133
shikimate dehydrogenase	1.1.1.25
shikimate kinase	2.7.1.71
sialate O-acetylesterase	3.1.1.53
sialate-8-O-methyltransferase	2.1.1.B3 (preliminary BRENDA-supplied EC number)
signal-recognition-particle GTPase	3.6.5.4
sinapate 1-glucosyltransferase	2.4.1.120
sinapine esterase	3.1.1.49
sinapoylglucose-choline O-sinapoyltransferase	2.3.1.91
sinapoylglucose-malate O-sinapoyltransferase	2.3.1.92
sinapoylglucose-sinapoylglucose O-sinapoyltransferase	2.3.1.103
sirohydrochlorin cobaltochelatase	4.99.1.3
sirohydrochlorin ferrochelatase	4.99.1.4
site-1 protease	3.4.21.112
site-specific DNA-methyltransferase (adenine-specific)	2.1.1.72
site-specific DNA-methyltransferase (cytosine-N4-specific)	2.1.1.113
small monomeric GTPase	3.6.5.2
sn-glycerol-3-phosphate 1-galactosyltransferase	2.4.1.96
sn-glycerol-3-phosphate 2-alpha-galactosyltransferase	2.4.1.137
snapalysin	3.4.24.77
soluble epoxide hydrolase	3.3.2.10
sorbitol-6-phosphatase	3.1.3.50
sorbitol-6-phosphate 2-dehydrogenase	1.1.1.140
sorbose 5-dehydrogenase (NADP+)	1.1.1.123
sorbose dehydrogenase	1.1.99.12
sorbose reductase	1.1.1.289
sortase A	3.4.22.B21 (preliminary BRENDA-supplied EC number)
sortase B	3.4.22.B51 (preliminary BRENDA-supplied EC number)
sortase C	3.4.22.B63 (preliminary BRENDA-supplied EC number)
sortase D	3.4.22.B64 (preliminary BRNEDA-supplied EC number)
spermidine dehydrogenase	1.5.99.6
spermidine synthase	2.5.1.16
spermine oxidase	1.5.3.B6 (preliminary BRENDA-suppllied EC number)
spermine synthase	2.5.1.22
spermosin	3.4.21.99
sphinganine kinase	2.7.1.91
sphingomyelin phosphodiesterase	3.1.4.12
sphingomyelin phosphodiesterase D	3.1.4.41
sphingomyelin synthase	2.7.8.27
sphingosine N-acyltransferase	2.3.1.24
sphingosine beta-galactosyltransferase	2.4.1.23
sphingosine cholinephosphotransferase	2.7.8.10
spleen exonuclease	3.1.16.1
spumapepsin	3.4.23.B11 (preliminary BRENDA-supplied EC number)
squalene monooxygenase	1.14.99.7
squalene synthase	2.5.1.21
squalene-hopene cyclase	5.4.99.17
stage IV sporulation protein FB	3.4.24.B23 (preliminary BRENDA-supplied EC number)
staphopain	3.4.22.48
starch synthase	2.4.1.21
stearoyl-CoA 9-desaturase	1.14.19.1
stemar-13-ene synthase	4.2.3.33
stemod-13(17)-ene synthase	4.2.3.34
sterigmatocystin 8-O-methyltransferase	2.1.1.110
steroid 11beta-monooxygenase	1.14.15.4
steroid 17alpha-monooxygenase	1.14.99.9
steroid 21-monooxygenase	1.14.99.10
steroid 9alpha-monooxygenase	1.14.99.24
steroid DELTA-isomerase	5.3.3.1
steroid N-acetylglucosaminyltransferase	2.4.1.39
steroid sulfotransferase	2.8.2.15
steroid-lactonase	3.1.1.37
sterol 14-demethylase	1.14.13.70
sterol 24-C-methyltransferase	2.1.1.41
sterol 27-beta-glucosyltransferase	2.4.1.B4 (preliminary BRENDA-supplied EC number)
sterol 3beta-glucosyltransferase	2.4.1.173
sterol O-acyltransferase	2.3.1.26
sterol esterase	3.1.1.13
sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	1.1.1.170
steryl-beta-glucosidase	3.2.1.104
steryl-sulfatase	3.1.6.2
stizolobate synthase	1.13.11.29
stizolobinate synthase	1.13.11.30
stratum corneum chymotryptic enzyme	3.4.21.117
stratum corneum tryptic enzyme	3.4.21.B39 (preliminary BRENDA-supplied EC number)
streptomycin 3''-adenylyltransferase	2.7.7.47
streptomycin 3''-kinase	2.7.1.87
streptomycin 6-kinase	2.7.1.72
streptomycin-6-phosphatase	3.1.3.39
streptopain	3.4.22.10
strictosidine synthase	4.3.3.2
stromelysin 1	3.4.24.17
stromelysin 2	3.4.24.22
styrene-oxide isomerase	5.3.99.7
succinate dehydrogenase	1.3.99.1
succinate dehydrogenase (ubiquinone)	1.3.5.1
succinate-CoA ligase (GDP-forming)	6.2.1.4
succinate-citramalate CoA-transferase	2.8.3.7
succinate-hydroxymethylglutarate CoA-transferase	2.8.3.13
succinate-semialdehyde dehydrogenase	1.2.1.24
succinate-semialdehyde dehydrogenase [NAD(P)+]	1.2.1.16
succinyl-CoA hydrolase	3.1.2.3
succinyl-CoA:(R)-benzylsuccinate CoA-transferase	2.8.3.15
succinyl-diaminopimelate desuccinylase	3.5.1.18
succinyldiaminopimelate transaminase	2.6.1.17
succinylglutamate desuccinylase	3.5.1.96
succinylglutamate-semialdehyde dehydrogenase	1.2.1.71
succinylornithine transaminase	2.6.1.81
sucrose 6-phosphate hydrolase	3.2.1.B3 (preliminary BRENDA-supplied EC number)
sucrose 6F-alpha-galactosyltransferase	2.4.1.167
sucrose alpha-glucosidase	3.2.1.48
sucrose phosphorylase	2.4.1.7
sucrose synthase	2.4.1.13
sucrose-1,6-alpha-glucan 3(6)-alpha-glucosyltransferase	2.4.1.125
sucrose-phosphate phosphatase	3.1.3.24
sucrose-phosphate synthase	2.4.1.14
sucrose:sucrose fructosyltransferase	2.4.1.99
sugar-phosphatase	3.1.3.23
sugar-terminal-phosphatase	3.1.3.58
sulcatone reductase	1.1.1.260
sulfate adenylyltransferase	2.7.7.4
sulfate adenylyltransferase (ADP)	2.7.7.5
sulfate-transporting ATPase	3.6.3.25
sulfiredoxin	1.8.98.2
sulfite dehydrogenase	1.8.2.1
sulfite oxidase	1.8.3.1
sulfite reductase	1.8.99.1
sulfite reductase (NADPH)	1.8.1.2
sulfite reductase (ferredoxin)	1.8.7.1
sulfoacetaldehyde acetyltransferase	2.3.3.15
sulfoacetaldehyde dehydrogenase	1.2.1.73
sulfolactate sulfo-lyase	4.4.1.24
sulfopyruvate decarboxylase	4.1.1.79
sulfur dioxygenase	1.13.11.18
sulfur oxygenase/reductase	1.13.11.55
sulfur reductase	1.97.1.3
sulochrin oxidase [(+)-bisdechlorogeodin-forming]	1.21.3.4
sulochrin oxidase [(-)-bisdechlorogeodin-forming]	1.21.3.5
superoxide dismutase	1.15.1.1
superoxide reductase	1.15.1.2
sym-norspermidine synthase	2.5.1.23
syn-copalyl-diphosphate synthase	5.5.1.14 ()
syn-pimara-7,15-diene synthase	4.2.3.35
synephrine dehydratase	4.2.1.88
t-Plasminogen activator	3.4.21.68
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	2.1.1.61
tRNA (adenine-N1-)-methyltransferase	2.1.1.36
tRNA (adenine-N6-)-methyltransferase	2.1.1.55
tRNA (cytosine-5-)-methyltransferase	2.1.1.29
tRNA (guanine-N1-)-methyltransferase	2.1.1.31
tRNA (guanine-N2-)-methyltransferase	2.1.1.32
tRNA (guanine-N7-)-methyltransferase	2.1.1.33
tRNA (uracil-5-)-methyltransferase	2.1.1.35
tRNA adenylyltransferase	2.7.7.25
tRNA cytidylyltransferase	2.7.7.21
tRNA guanosine-2'-O-methyltransferase	2.1.1.34
tRNA isopentenyltransferase	2.5.1.8
tRNA nucleotidyltransferase	2.7.7.56
tRNA sulfurtransferase	2.8.1.4
tRNA-guanine transglycosylase	2.4.2.29
tRNA-intron endonuclease	3.1.27.9
tRNA-pseudouridine synthase I	5.4.99.12
tRNA-queuosine beta-mannosyltransferase	2.4.1.110
tRNA-uridine aminocarboxypropyltransferase	2.5.1.25
tRNase Z	3.1.26.11
tabersonine 16-O-methyltransferase	2.1.1.94
tabersonine 16-hydroxylase	1.14.13.73
tagatose kinase	2.7.1.101
tagatose-6-phosphate kinase	2.7.1.144
tagaturonate reductase	1.1.1.58
tannase	3.1.1.20
tartrate decarboxylase	4.1.1.73
tartrate dehydrogenase	1.1.1.93
tartronate O-hydroxycinnamoyltransferase	2.3.1.106
tau-protein kinase	2.7.11.26
taurine dehydrogenase	1.4.99.2
taurine dioxygenase	1.14.11.17
taurine-2-oxoglutarate transaminase	2.6.1.55
taurine-pyruvate aminotransferase	2.6.1.77
taurine-transporting ATPase	3.6.3.36
taurochenodeoxycholate 6alpha-hydroxylase	1.14.13.97
taurocyamine kinase	2.7.3.4
taxadien-5alpha-ol O-acetyltransferase	2.3.1.162
taxadiene 5alpha-hydroxylase	1.14.99.37
taxadiene synthase	4.2.3.17
taxane 10beta-hydroxylase	1.14.13.76
taxane 13alpha-hydroxylase	1.14.13.77
taxifolin 8-monooxygenase	1.14.13.19
teichoic-acid-transporting ATPase	3.6.3.40
tentoxilysin	3.4.24.68
terpentedienyl-diphosphate synthase	5.5.1.15
terpentetriene synthase	4.2.3.36
testosterone 17beta-dehydrogenase	1.1.1.63
testosterone 17beta-dehydrogenase (NADP+)	1.1.1.64
tetraacyldisaccharide 4'-kinase	2.7.1.130
tetrachloroethene reductive dehalogenase	1.97.1.8
tetrahydroberberine oxidase	1.3.3.8
tetrahydrocolumbamine 2-O-methyltransferase	2.1.1.89
tetrahydrodipicolinate N-acetyltransferase	2.3.1.89
tetrahydrofolate synthase	6.3.2.17
tetrahydromethanopterin S-methyltransferase	2.1.1.86
tetrahydroxynaphthalene reductase	1.1.1.252
theanine hydrolase	3.5.1.65
theobromine synthase	2.1.1.159
thermolysin	3.4.24.27
thermopsin	3.4.23.42
thermospermine synthase	2.5.1.B4 (preliminary BRENDA-supplied EC number)
thetin-homocysteine S-methyltransferase	2.1.1.3
thiaminase	3.5.99.2
thiamine diphosphate adenylyl transferase	2.7.7.B3 (preliminary BRENDA-supplied EC number)
thiamine diphosphokinase	2.7.6.2
thiamine kinase	2.7.1.89
thiamine oxidase	1.1.3.23
thiamine pyridinylase	2.5.1.2
thiamine-diphosphate kinase	2.7.4.15
thiamine-phosphate diphosphorylase	2.5.1.3
thiamine-phosphate kinase	2.7.4.16
thiamine-triphosphatase	3.6.1.28
thimet oligopeptidase	3.4.24.15
thiocyanate hydrolase	3.5.5.8
thioethanolamine S-acetyltransferase	2.3.1.11
thioether S-methyltransferase	2.1.1.96
thioglucosidase	3.2.1.147
thiol S-methyltransferase	2.1.1.9
thiol oxidase	1.8.3.2
thiol sulfotransferase	2.8.2.16
thiomorpholine-carboxylate dehydrogenase	1.5.1.25
thiophene-2-carbonyl-CoA monooxygenase	1.14.99.35
thiopurine S-methyltransferase	2.1.1.67
thioredoxin glutathione reductase	1.8.1.B1 (preliminary BRENDA-supplied EC number)
thioredoxin-disulfide reductase	1.8.1.9
thioredoxin-independent methionine sulfoxide reductases B	1.8.4.B3 (preliminary BRENDA-supplied EC number)
thiosulfate dehydrogenase	1.8.2.2
thiosulfate dehydrogenase (quinone)	1.8.5.2
thiosulfate sulfurtransferase	2.8.1.1
thiosulfate-dithiol sulfurtransferase	2.8.1.5
thiosulfate-thiol sulfurtransferase	2.8.1.3
threo-3-hydroxyaspartate ammonia-lyase	4.3.1.16
threonine ammonia-lyase	4.3.1.19
threonine synthase	4.2.3.1
threonine-phosphate decarboxylase	4.1.1.81
thrombin	3.4.21.5
thymidine kinase	2.7.1.21
thymidine phosphorylase	2.4.2.4
thymidine-triphosphatase	3.6.1.39
thymidylate 5'-phosphatase	3.1.3.35
thymidylate synthase	2.1.1.45
thymidylate synthase (FAD)	2.1.1.148
thymine dioxygenase	1.14.11.6
thymine-DNA glycosylase	3.2.2.B2 (preliminary BRENDA-supplied EC number)
thyroid-hormone transaminase	2.6.1.26
thyroxine 5'-deiodinase	1.97.1.10
thyroxine 5-deiodinase	1.97.1.11
tissue kallikrein	3.4.21.35
tocopherol O-methyltransferase	2.1.1.95
toluene dioxygenase	1.14.12.11
trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.3.1.20
trans-2-decenoyl-[acyl-carrier protein] isomerase	5.3.3.14
trans-2-enoyl-CoA reductase (NAD+)	1.3.1.44
trans-2-enoyl-CoA reductase (NADPH)	1.3.1.38
trans-L-3-Hydroxyproline dehydratase	4.2.1.77
trans-acenaphthene-1,2-diol dehydrogenase	1.10.1.1
trans-aconitate 2-methyltransferase	2.1.1.144
trans-aconitate 3-methyltransferase	2.1.1.145
trans-cinnamate 2-monooxygenase	1.14.13.14
trans-cinnamate 4-monooxygenase	1.14.13.11
trans-epoxysuccinate hydrolase	3.3.2.4
trans-feruloyl-CoA hydratase	4.2.1.101
trans-feruloyl-CoA synthase	6.2.1.34
trans-hexaprenyltranstransferase	2.5.1.30
trans-octaprenyltranstransferase	2.5.1.11
trans-pentaprenyltranstransferase	2.5.1.33
trans-zeatin O-beta-D-glucosyltransferase	2.4.1.203
transaldolase	2.2.1.2
transketolase	2.2.1.1
trehalose 6-phosphate phosphorylase	2.4.1.216
trehalose O-mycolyltransferase	2.3.1.122
trehalose-phosphatase	3.1.3.12
trepolisin	3.4.21.B21 (preliminary BRENDA-supplied EC number)
triacetate-lactonase	3.1.1.38
triacylglycerol lipase	3.1.1.3
triacylglycerol-sterol O-acyltransferase	2.3.1.77
trichodiene synthase	4.2.3.6
tricorn core protease (archaea)	3.4.21.B34 (preliminary BRENDA-supplied EC number)
triglucosylalkylacylglycerol sulfotransferase	2.8.2.19
trihydroxypterocarpan dimethylallyltransferase	2.5.1.36
trihydroxystilbene synthase	2.3.1.95
trimerelysin I	3.4.24.52
trimerelysin II	3.4.24.53
trimetaphosphatase	3.6.1.2
trimethylamine dehydrogenase	1.5.8.2
trimethylamine-N-oxide reductase	1.6.6.9
trimethylamine-N-oxide reductase (cytochrome c)	1.7.2.3
trimethylamine-oxide aldolase	4.1.2.32
trimethyllysine dioxygenase	1.14.11.8
trimethylsulfonium-tetrahydrofolate N-methyltransferase	2.1.1.19
triokinase	2.7.1.28
tripeptide aminopeptidase	3.4.11.4
tripeptidyl-peptidase I	3.4.14.9
tripeptidyl-peptidase II	3.4.14.10
triphosphatase	3.6.1.25
triphosphate-protein phosphotransferase	2.7.99.1
triphosphoribosyl-dephospho-CoA synthase	2.7.8.25
trithionate hydrolase	3.12.1.1
tropine acyltransferase	2.3.1.185
tropinesterase	3.1.1.10
tropinone reductase I	1.1.1.206
tropinone reductase II	1.1.1.236
tropomyosin kinase	2.7.11.28
trypanothione-disulfide reductase	1.8.1.12
trypsin	3.4.21.4
tryptophan 2'-dioxygenase	1.13.99.3
tryptophan 2,3-dioxygenase	1.13.11.11
tryptophan 2-C-methyltransferase	2.1.1.106
tryptophan 2-monooxygenase	1.13.12.3
tryptophan 5-halogenase	1.3.99.B1 (preliminary BRENDA-supplied EC number)
tryptophan 5-monooxygenase	1.14.16.4
tryptophan 7-halogenase	1.14.14.B1 (preliminary BRENDA-supplied EC number)
tryptophan alpha,beta-oxidase	1.3.3.10
tryptophan dehydrogenase	1.4.1.19
tryptophan dimethylallyltransferase	2.5.1.34
tryptophan synthase	4.2.1.20
tryptophan transaminase	2.6.1.27
tryptophan-phenylpyruvate transaminase	2.6.1.28
tryptophanamidase	3.5.1.57
tryptophanase	4.1.99.1
tryptophanyl aminopeptidase	3.4.11.17
tubulin GTPase	3.6.5.6
tubulin-glutamate ligase	6.3.2.B3 (preliminary BRENDA-supplied EC number)
tubulinyl-Tyr carboxypeptidase	3.4.17.17
type I polyhydroxybutyrate synthase	2.3.1.B2 (preliminary BRENDA-supplied EC number)
type I site-specific deoxyribonuclease	3.1.21.3
type II polyhydroxybutyrate synthase	2.3.1.B3 (preliminary BRENDA-supplied EC number)
type II site-specific deoxyribonuclease	3.1.21.4
type III polyhydroxybutyrate synthase	2.3.1.B4 (preliminary BRENDA-supplied EC number)
type III site-specific deoxyribonuclease	3.1.21.5
tyramine N-feruloyltransferase	2.3.1.110
tyramine N-methyltransferase	2.1.1.27
tyrosine 2,3-aminomutase	5.4.3.6
tyrosine 3-monooxygenase	1.14.16.2
tyrosine N-monooxygenase	1.14.13.41
tyrosine ammonia-lyase	4.3.1.23
tyrosine phenol-lyase	4.1.99.2
tyrosine transaminase	2.6.1.5
tyrosine-arginine ligase	6.3.2.24
tyrosine-ester sulfotransferase	2.8.2.9
u-Plasminogen activator	3.4.21.73
ubiquinol-cytochrome-c reductase	1.10.2.2
ubiquitin thiolesterase	3.1.2.15
ubiquitin-activating enzyme	6.3.2.B1 (preliminary BRENDA-supplid EC nmuber)
ubiquitin-calmodulin ligase	6.3.2.21
ubiquitinyl hydrolase 1	3.4.19.12
unclassified polyhydroxybutyrate synthase	2.3.1.B5 (preliminary BRENDA-supplied EC number)
undecaprenol kinase	2.7.1.66
undecaprenyl-diphosphatase	3.6.1.27
undecaprenyl-phosphate galactose phosphotransferase	2.7.8.6
undecaprenyl-phosphate mannosyltransferase	2.4.1.54
undecaprenyldiphospho-muramoylpentapeptidebeta-N-acetylglucosaminyltransferase	2.4.1.227
unspecific monooxygenase	1.14.14.1
uracil phosphoribosyltransferase	2.4.2.9
uracil-DNA glycosylase	3.2.2.B1 (preliminary BRENDA-supplied EC number)
uracil/thymine dehydrogenase	1.17.99.4
uracilylalanine synthase	2.5.1.53
urate oxidase	1.7.3.3
urate-ribonucleotide phosphorylase	2.4.2.16
urease	3.5.1.5
ureidoglycolate dehydrogenase	1.1.1.154
ureidoglycolate hydrolase	3.5.3.19
ureidoglycolate lyase	4.3.2.3
ureidosuccinase	3.5.1.7
urethanase	3.5.1.75
uridine kinase	2.7.1.48
uridine nucleosidase	3.2.2.3
uridine phosphorylase	2.4.2.3
uronate dehydrogenase	1.1.1.203
uronolactonase	3.1.1.19
uroporphyrinogen-III C-methyltransferase	2.1.1.107
uroporphyrinogen-III synthase	4.2.1.75
valine decarboxylase	4.1.1.14
valine dehydrogenase (NADP+)	1.4.1.8
valine-3-methyl-2-oxovalerate transaminase	2.6.1.32
valine-pyruvate transaminase	2.6.1.66
vanillate monooxygenase	1.14.13.82
vanillin dehydrogenase	1.2.1.67
vanillin synthase	4.1.2.41
vanillyl-alcohol oxidase	1.1.3.38
vellosimine dehydrogenase	1.1.1.273
venom exonuclease	3.1.15.1
versatile peroxidase	1.11.1.16
vesicle-fusing ATPase	3.6.4.6
vetispiradiene synthase	4.2.3.21
vibriolysin	3.4.24.25
vicianin beta-glucosidase	3.2.1.119
vignain	3.4.22.B1 (preliminary BRENDA-supplied EC number)
vinorine hydroxylase	1.14.13.75
vinorine synthase	2.3.1.160
vinylacetyl-CoA DELTA-isomerase	5.3.3.3
violaxanthin de-epoxidase	1.10.99.3
viomycin kinase	2.7.1.103
vitamin B12-transporting ATPase	3.6.3.33
vitamin-K-epoxide reductase (warfarin-insensitive)	1.1.4.2
vitamin-K-epoxide reductase (warfarin-sensitive)	1.1.4.1
vitexin 2''-O-rhamnoside 7-O-methyltransferase	2.1.1.153
vitexin beta-glucosyltransferase	2.4.1.105
vomifoliol dehydrogenase	1.1.1.221
vomilenine glucosyltransferase	2.4.1.219
vomilenine reductase	1.5.1.32
walleye dermal sarcoma virus proteinase	3.4.23.B17 (preliminary BRENDA-supplied EC number)
wax-ester hydrolase	3.1.1.50
xanthan lyase	4.2.2.12
xanthine dehydrogenase	1.17.1.4
xanthine oxidase	1.17.3.2
xanthine phosphoribosyltransferase	2.4.2.22
xanthommatin reductase	1.3.1.41
xanthomonalisin	3.4.21.101
xanthoxin dehydrogenase	1.1.1.288
xenobiotic reductase B	1.7.1.B1 (preliminary BRENDA-supplied EC number)
xenobiotic-transporting ATPase	3.6.3.44
xylan 1,3-beta-xylosidase	3.2.1.72
xylan 1,4-beta-xylosidase	3.2.1.37
xylan alpha-1,2-glucuronosidase	3.2.1.131
xylan endo-1,3-beta-xylosidase	3.2.1.32
xylitol kinase	2.7.1.122
xyloglucan 4-glucosyltransferase	2.4.1.168
xyloglucan 6-xylosyltransferase	2.4.2.39
