1.1.1.198	(+)-borneol:NAD+ oxidoreductase
3.6.1.6	nucleoside-diphosphate phosphohydrolase
3.6.1.19	nucleoside-triphosphate diphosphohydrolase
2.7.4.10	nucleoside-triphosphate:AMP phosphotransferase
2.7.7.31	nucleoside-triphosphate:DNA deoxynucleotidylexotransferase
2.7.7.6	nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed)
2.7.7.48	nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed)
1.1.3.28	nucleoside:oxygen 5'-oxidoreductase
1.1.3.39	nucleoside:oxygen 5'-oxidoreductase (H2O2-forming)
2.4.2.5	nucleoside:purine(pyrimidine) D-ribosyltransferase
2.4.2.6	nucleoside:purine(pyrimidine) deoxy-D-ribosyltransferase
3.1.3.31	nucleotide phosphohydrolase
2.7.1.77	nucleotide:nucleoside 5'-phosphotransferase
4.1.3.36	o-succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase (cyclizing;CoA-forming)
4.1.99.5	octadecanal alkane-lyase
1.1.1.73	octanol:NAD+ oxidoreductase
2.3.1.137	octanoyl-CoA:L-carnitine O-octanoyltransferase
2.3.1.181	octanoyl-[acyl-carrier protein]:protein N-octanoyltransferase
3.1.2.14	oleoyl-[acyl-carrier protein] hydrolase
4.2.2.6	oligogalacturonide lyase
3.2.1.123	oligoglycosylglucosyl-(11)-ceramide glycohydrolase
3.1.4.1	oligonucleotide 5'-nucleotidohydrolase
3.2.1.10	oligosaccharide 6-alpha-glucohydrolase
3.2.1.140	oligosaccharide lacto-N-biosylhydrolase
3.6.1.44	oligosaccharide-diphosphodolichol phosphodolichohydrolase
3.2.1.150	oligoxyloglucan reducing-end cellobiohydrolase
3.2.1.120	oligoxyloglucan xyloglucohydrolase
6.2.1.23	omega-Dicarboxylate:CoA ligase (AMP-forming)
3.5.1.3	omega-amidodicarboxylate amidohydrolase
1.14.13.6	orcinol,NADH:oxygen oxidoreductase (2-hydroxylating)
4.1.1.23	orotidine-5'-phosphate carboxy-lyase (UMP-forming)
2.4.2.10	orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase
3.1.1.40	orsellinate-depside hydrolase
4.1.1.2	oxalate carboxy-lyase (formate-forming)
1.2.3.4	oxalate:oxygen oxidoreductase
3.7.1.1	oxaloacetate acetylhydrolase
4.1.1.3	oxaloacetate carboxy-lyase (pyruvate-forming)
5.3.2.2	oxaloacetate keto---enol-isomerase
3.1.1.44	oxaloacetate-4-methyl-ester oxaloacetohydrolase
4.1.1.8	oxalyl-CoA carboxy-lyase (formyl-CoA-forming)
2.3.1.58	oxalyl-CoA:L-2,3-diaminopropanoate N3-oxalyltransferase
3.1.2.2	palmitoyl-CoA hydrolase
2.3.1.21	palmitoyl-CoA:L-carnitine O-palmitoyltransferase
2.3.1.50	palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating)
2.3.1.100	palmitoyl-CoA:[myelin-proteolipid] O-palmitoyltransferase
2.3.1.123	palmitoyl-CoA:dolichol O-palmitoyltransferase
2.3.1.139	palmitoyl-CoA:ecdysone palmitoyltransferase
2.3.1.96	palmitoyl-CoA:glycoprotein N-palmitoyltransferase
2.3.1.B1 (preliminary BRENDA-supplied EC number)	palmitoyl-CoA:protein S-palmitoyltransferase
3.1.2.22	palmitoyl[protein] hydrolase
3.1.1.11	pectin pectylhydrolase
3.5.1.11	penicillin amidohydrolase
5.1.1.17	penicillin-N 5-amino-5-carboxypentanoyl-epimerase
1.14.20.1	penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding)
1.14.13.50	pentachlorophenol,NADPH:oxygen oxidoreductase (hydroxylating,dechlorinating)
3.5.1.50	pentanamide amidohydrolase
2.3.3.12	pentanoyl-CoA:glyoxylate C-pentanoyltransferase (thioester-hydrolysing,1-carboxybutyl-forming)
1.14.11.16	peptide-L-aspartate,2-oxoglutarate:oxygen oxidoreductase(3-hydroxylating)
1.8.4.11	peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase[L-methionine (S)-S-oxide-forming]
1.8.4.12	peptide-methionine:thioredoxin-disulfide S-oxidoreductase [methionine(R)-S-oxide-forming]
1.13.11.26	peptide-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
3.2.1.17	peptidoglycan N-acetylmuramoylhydrolase
3.5.1.28	peptidoglycan amidohydrolase
3.2.1.92	peptidoglycan beta-N-acetylmuramoylexohydrolase
3.5.1.B3 (preliminary BRENDA-supplied EC number)	peptidoglycan-N-acetylglucosamine amidohydrolase
3.5.1.43	peptidyl-L-glutamine amidohydrolase
2.3.2.12	peptidyl-tRNA:aminoacyl-tRNA N-peptidyltransferase
4.3.2.5	peptidylamidoglycolate peptidyl-amide-lyase (glyoxylate-forming)
1.14.17.3	peptidylglycine,ascorbate:oxygen oxidoreductase (2-hydroxylating)
1.1.1.144	perillyl-alcohol:NAD+ oxidoreductase
1.8.98.2	peroxiredoxin-(S-hydroxy-S-oxocysteine):thiol oxidoreductase[ATP-hydrolysing; peroxiredoxin-(S-hydroxycysteine)-forming]
4.2.1.97	phaseollidin-hydrate hydro-lyase (phaseollidin-forming)
1.14.13.7	phenol,NADPH:oxygen oxidoreductase (2-hydroxylating)
1.2.1.39	phenylacetaldehyde:NAD+ oxidoreductase
6.2.1.30	phenylacetate:CoA ligase (AMP-forming)
1.14.13.92	phenylacetone,NADPH:oxygen oxidoreductase
2.3.1.14	phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase
1.17.5.1	phenylacetyl-CoA:quinone oxidoreductase
3.1.2.25	phenylglyoxylyl-CoA hydrolase
4.1.1.43	phenylpyruvate carboxy-lyase (phenylacetaldehyde-forming)
5.3.2.1	phenylpyruvate keto---enol-isomerase
3.1.1.82	pheophorbide-a hydrolase
1.14.12.20	pheophorbide-a,NADPH:oxygen oxidoreductase (biladiene-forming)
3.9.1.1	phosphamide hydrolase
3.1.3.2	phosphate-monoester phosphohydrolase (acid optimum)
3.1.3.1	phosphate-monoester phosphohydrolase (alkaline optimum)
4.1.1.31	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)
4.1.1.65	phosphatidyl-L-serine carboxy-lyase (phosphatidylethanolamine-forming)
3.1.3.36	phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase
3.1.3.B4 (preliminary BRENDA-supplied EC number)	phosphatidyl-myo-inositol-4-phosphate 4-phosphohydrolase
3.1.1.32	phosphatidylcholine 1-acylhydrolase
3.1.1.4	phosphatidylcholine 2-acylhydrolase
3.1.4.3	phosphatidylcholine cholinephosphohydrolase
3.1.4.4	phosphatidylcholine phosphatidohydrolase
2.3.1.135	phosphatidylcholine:retinol---[cellular-retinol-binding-protein]O-acyltransferase
2.3.1.43	phosphatidylcholine:sterol O-acyltransferase
2.7.8.20	phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucoseglycerophosphotransferase
3.1.3.27	phosphatidylglycerophosphate phosphohydrolase
5.4.2.9	phosphoenolpyruvate 2,3-phosphonomutase
3.1.3.60	phosphoenolpyruvate phosphohydrolase
2.5.1.19	phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase
2.5.1.55	phosphoenolpyruvate:D-arabinose-5-phosphateC-(1-carboxyvinyl)transferase (phosphate-hydrolysing,2-carboxy-2-oxoethyl-forming)
2.5.1.54	phosphoenolpyruvate:D-erythrose-4-phosphateC-(1-carboxyvinyl)transferase (phosphate-hydrolysing,2-carboxy-2-oxoethyl-forming)
2.5.1.56	phosphoenolpyruvate:N-acetyl-D-mannosamineC-(1-carboxyvinyl)transferase (phosphate-hydrolysing,2-carboxy-2-oxoethyl-forming)
2.5.1.57	phosphoenolpyruvate:N-acyl-D-mannosamine-6-phosphate1-(2-carboxy-2-oxoethyl)transferase
2.5.1.7	phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine1-carboxyvinyltransferase
2.7.1.121	phosphoenolpyruvate:glycerone phosphotransferase
2.7.3.9	phosphoenolpyruvate:protein-L-histidine Npi-phosphotransferase
3.1.3.75	phosphoethanolamine phosphohydrolase
2.3.1.158	phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase
1.20.1.1	phosphonate:NAD+ oxidoreductase
3.1.3.16	phosphoprotein phosphohydrolase
2.7.1.62	phosphoramidate:D-hexose 1-phosphotransferase
1.14.12.7	phthalate,NADH:oxygen oxidoreductase (4,5-hydroxylating)
1.14.99.20	phylloquinone,hydrogen-donor:oxygen oxidoreductase (2,3-epoxidizing)
1.14.11.18	phytanoyl-CoA, 2-oxoglutarate:oxygen oxidoreductase (2-hydroxylating)
1.14.19.4 ()	phytosphinganine,hydrogen donor:oxygen Delta8-oxidoreductase
1.3.1.62	pimeloyl-CoA:NAD+ oxidoreductase
1.10.99.1	plastoquinol:oxidized-plastocyanin oxidoreductase
3.2.1.121	poly(mannuronide) mannuronohydrolase
2.5.1.20	poly-cis-polyprenyl-diphosphate:isopentenyl-diphosphatepolyprenylcistransferase
3.2.1.44	poly[(1->2)-alpha-L-fucoside-4-sulfate] glycanohydrolase
3.2.1.67	poly[(1->4)-alpha-D-galacturonide] galacturonohydrolase
4.2.2.11	poly[(1->4)-alpha-L-guluronide] exo-lyase
5.1.3.17	poly[(1->4)-beta-D-glucuronosyl-(1->4)-N-sulfo-alpha-D-glucosaminyl]glucurono-5-epimerase
4.2.2.3	poly[(1->4)-beta-D-mannuronide] lyase
3.1.1.75	poly[(R)-3-hydroxybutanoate] hydrolase
1.5.3.B2 (preliminary BRENDA-supplied EC number)	polyamine:oxygen oxidoreductase (3-aminopropanal or3-acetamidopropanal-forming)
3.1.1.78	polyneuridine aldehyde hydrolase (decarboxylating)
3.1.3.32	polynucleotide 3'-phosphohydrolase
3.1.3.33	polynucleotide 5'-phosphohydrolase
3.6.1.11	polyphosphate phosphohydrolase
3.6.1.10	polyphosphate polyphosphohydrolase
2.7.4.B2 (preliminary BRENDA-supplied EC number)	polyphosphate:AMP phosphotransferase
2.7.1.63	polyphosphate:D-glucose 6-phosphotransferase
2.7.7.8	polyribonucleotide:phosphate nucleotidyltransferase
3.1.6.18	polysaccharide-2-O-sulfo-D-glucuronate 2-sulfohydrolase
3.2.1.129	polysialoside (2->8)-alpha-sialosylhydrolase
1.1.99.23	polyvinyl-alcohol:acceptor oxidoreductase
1.1.3.30	polyvinyl-alcohol:oxygen oxidoreductase
3.1.1.76	poly{oxycarbonyl[(R)-2-pentylethylene]} hydrolase
2.5.1.61	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2yl)methyltransferase (hydrolysing)
1.3.1.76	precorrin-2:NAD+ oxidoreductase
1.14.13.83	precorrin-3A,NADH:oxygen oxidoreductase (20-hydroxylating)
1.3.1.54	precorrin-6B:NADP+ oxidoreductase
3.1.7.1	prenyl-diphosphate diphosphohydrolase
4.2.1.51	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)
1.3.1.12	prephenate:NAD+ oxidoreductase (decarboxylating)
1.3.1.13	prephenate:NADP+ oxidoreductase (decarboxylating)
1.3.1.80	primary fluorescent chlorophyll catabolite:NADP+ oxidoreductase
1.4.99.3	primary-amine:acceptor oxidoreductase (deaminating)
1.4.3.21	primary-amine:oxygen oxidoreductase (deaminating)
1.14.11.7	procollagen-L-proline,2-oxoglutarate:oxygen oxidoreductase(3-hydroxylating)
1.14.11.2	procollagen-L-proline,2-oxoglutarate:oxygen oxidoreductase(4-hydroxylating)
1.14.99.4	progesterone,hydrogen-donor:oxygen oxidoreductase (hydroxylating)
1.14.99.14	progesterone,hydrogen-donor:oxygen oxidoreductase(11alpha-hydroxylating)
1.1.1.80	propan-2-ol:NADP+ oxidoreductase
4.2.1.28	propane-1,2-diol hydro-lyase (propanal-forming)
1.1.1.7	propane-1,2-diol-1-phosphate:NAD+ oxidoreductase
1.1.1.55	propane-1,2-diol:NADP+ oxidoreductase
1.1.1.202	propane-1,3-diol:NAD+ 1-oxidoreductase
2.3.1.94	propanoyl-CoA:(2S)-methylmalonyl-CoA malonyltransferase (cyclizing)
2.3.3.11	propanoyl-CoA:glyoxylate C-propanoyltransferase (thioester-hydrolysing,2-carboxyethyl-forming)
2.3.3.5	propanoyl-CoA:oxaloacetate C-propanoyltransferase(thioester-hydrolysing, 1-carboxyethyl-forming)
1.1.4.B1 (preliminary BRENDA-supplied EC number)	prostamide F2alpha:oxidized thioredoxin oxidoreductase
2.8.1.8	protein N6-(octanoyl)lysine:sulfur sulfurtransferase
3.5.3.15	protein-L-arginine iminohydrolase
3.1.1.61	protein-L-glutamate-O5-methyl-ester acylhydrolase
3.5.1.44	protein-L-glutamine amidohydrolase
1.4.3.13	protein-L-lysine:oxygen 6-oxidoreductase (deaminating)
1.14.11.27	protein-N6,N6-dimethyl-L-lysine,2-oxoglutarate:oxygen oxidoreductase
1.8.1.4	protein-N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase
3.2.2.19	protein-Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase
2.7.1.69	protein-Npi-phospho-L-histidine:sugar Npi-phosphotransferase
3.2.1.107	protein-alpha-D-glucosyl-(1->2)-beta-D-galactosyl-L-hydroxylysineglucohydrolase
1.8.1.8	protein-dithiol:NAD(P)+ oxidoreductase
2.3.2.13	protein-glutamine:amine gamma-glutamyltransferase
3.1.3.48	protein-tyrosine-phosphate phosphohydrolase
4.2.1.73	protoaphin-aglucone hydro-lyase (cyclizing; xanthoaphin-forming)
1.13.11.3	protocatechuate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.8	protocatechuate:oxygen 4,5-oxidoreductase (decyclizing)
4.99.1.1	protoheme ferro-lyase (protoporphyrin-forming)
1.3.3.4	protoporphyrinogen-IX:oxygen oxidoreductase
3.2.1.118	prunasin beta-D-glucohydrolase
1.1.1.236	pseudotropine:NADP+ 3-oxidoreductase
3.2.1.135	pullulan 4-D-glucanohydrolase (panose-forming)
3.2.1.57	pullulan 4-glucanohydrolase (isopanose-forming)
3.2.1.41	pullulan 6-alpha-glucanohydrolase
3.2.2.1	purine-nucleoside ribohydrolase
2.4.2.1	purine-nucleoside:phosphate ribosyltransferase
1.4.3.10	putrescine:oxygen oxidoreductase (deaminating)
2.5.1.44	putrescine:putrescine 4-aminobutyltransferase (ammonia-forming)
1.1.99.29	pyranose:acceptor oxidoreductase
1.1.3.10	pyranose:oxygen 2-oxidoreductase
3.1.3.74	pyridoxal-5'-phosphate phosphohydrolase
1.1.1.107	pyridoxal:NAD+ 4-oxidoreductase
1.2.3.8	pyridoxal:oxygen 4-oxidoreductase
2.6.1.54	pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase(D-glutamate-forming)
1.4.3.5	pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)
2.6.1.31	pyridoxamine:oxaloacetate aminotransferase
2.6.1.30	pyridoxamine:pyruvate aminotransferase
1.1.1.65	pyridoxine:NADP+ 4-oxidoreductase
1.1.99.9	pyridoxine:acceptor 5-oxidoreductase
1.1.3.12	pyridoxine:oxygen 4-oxidoreductase
3.2.2.10	pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase
3.2.2.8	pyrimidine-nucleoside ribohydrolase
2.4.2.2	pyrimidine-nucleoside:phosphate alpha-D-ribosyltransferase
1.5.4.1	pyrimidodiazepine:glutathione-disulfide oxidoreductase (ring-opening,cyclizing)
2.6.3.1	pyruvate-oxime:acetone oximinotransferase
2.2.1.7	pyruvate:D-glyceraldehyde-3-phosphate acetaldehydetransferase(decarboxylating)
1.2.1.51	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)
1.2.4.1	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine2-oxidoreductase (decarboxylating, acceptor-acetylating)
1.2.7.1	pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating)
1.2.2.2	pyruvate:ferricytochrome-b1 oxidoreductase
1.2.3.6	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)
1.2.3.3	pyruvate:oxygen 2-oxidoreductase (phosphorylating)
2.2.1.6	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)
1.13.11.24	quercetin:oxygen 2,3-oxidoreductase (decyclizing)
3.2.1.66	quercitrin 3-L-rhamnohydrolase
1.14.13.43	questin,NADPH:oxygen oxidoreductase (hydroxylating,anthraquinone-ring-opening)
1.1.99.25	quinate:pyrroloquinoline-quinone 3-oxidoreductase
1.14.13.67	quinine,NADPH:oxygen oxidoreductase
1.14.12.16	quinolin-2-ol,NADH:oxygen oxidoreductase (5,6-hydroxylating)
3.2.2.22	rRNA N-glycohydrolase
3.1.4.42	rac-glycerol-1,2-cyclic-phosphate 2-glycerophosphohydrolase
2.4.1.166	raffinose:raffinose alpha-D-galactosyltransferase
3.2.1.125	raucaffricine beta-D-glucohydrolase
1.11.1.16	reactive-black-5:hydrogen-peroxide oxidoreductase
1.18.6.1	reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)
1.19.6.1	reduced flavodoxin:dinitrogen oxidoreductase (ATP-hydrolysing)
1.1.1.199	reduced-(S)-usnate:NAD+ oxidoreductase (ether-bond-forming)
1.5.1.30	reduced-riboflavin:NADP+ oxidoreductase
1.2.1.36	retinal:NAD+ oxidoreductase
1.2.3.11	retinal:oxygen oxidoreductase
1.1.1.B6 (preliminary BRENDA-supplied EC number)	retinol:NAD(P)+ oxidoreductase
1.1.1.105	retinol:NAD+ oxidoreductase
1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)	retinol:NADP+ oxidoreductase
3.1.1.21	retinyl-palmitate palmitohydrolase
1.1.1.56	ribitol:NAD+ 2-oxidoreductase
3.5.99.1	riboflavin hydrolase
3.5.5.2	ricinine aminohydrolase
1.10.3.6	rifamycin-B:oxygen oxidoreductase
1.18.1.4	rubredoxin:NAD(P)+ oxidoreductase
1.18.1.1	rubredoxin:NAD+ oxidoreductase
1.15.1.2	rubredoxin:superoxide oxidoreductase
1.2.1.65	salicylaldehyde:NAD+ oxidoreductase
1.14.13.1	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)
1.1.1.248	salutaridinol:NADP+ 7-oxidoreductase
1.5.99.1	sarcosine:acceptor oxidoreductase (demethylating)
1.5.3.1	sarcosine:oxygen oxidoreductase (demethylating)
4.2.1.94	scytalone 7,8-hydro-lyase (1,3,8-trihydroxynaphthalene-forming)
1.1.1.252	scytalone:NADP+ DELTA5-oxidoreductase
1.1.1.B4 (preliminary BRENDA-supplied EC number)	secondary alcohol:NAD+ oxidoreductase (specific for (R)-configurationof alcohol)
1.1.1.B3 (preliminary BRENDA-supplied EC number)	secondary alcohol:NAD+ oxidoreductase (specific for (S)-configurationof alcohol)
1.1.1.184	secondary-alcohol:NADP+ oxidoreductase
1.1.3.18	secondary-alcohol:oxygen oxidoreductase
3.1.3.37	sedoheptulose-1,7-bisphosphate 1-phosphohydrolase
2.2.1.2	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphateglyceronetransferase
2.2.1.1	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphateglycolaldehydetransferase
1.97.1.9	selenite:reduced acceptor oxidoreductase
1.14.13.101	senecionine,NADPH:oxygen oxidoreductase (N-oxide-forming)
3.5.4.24	sepiapterin aminohydrolase
5.1.1.18 ()	serine racemase
3.1.4.13	serine-phosphoethanolamine ethanolaminephosphohydrolase
1.1.1.25	shikimate:NADP+ 3-oxidoreductase
2.3.1.106	sinapoyl-CoA:2-hydroxymalonate O-(hydroxycinnamoyl)transferase
2.3.1.131	sinapoyl-CoA:glucarate O-(hydroxycinnamoyl)transferase
2.3.1.132	sinapoyl-CoA:glucarolactone O-(hydroxycinnamoyl)transferase
3.1.1.49	sinapoylcholine sinapohydrolase
4.99.1.4	siroheme ferro-lyase (sirohydrochlorin-forming)
3.1.4.38	sn-glycero-3-phosphocholine cholinephosphohydrolase
3.1.4.2	sn-glycero-3-phosphocholine glycerophosphohydrolase
1.1.5.3	sn-glycerol 3-phosphate:quinone oxidoreductase
1.1.1.261	sn-glycerol-1-phosphate:NAD(P)+ 2-oxidoreductase
2.7.1.142	sn-glycerol-3-phosphate:D-glucose 6-phosphotransferase
1.1.1.94	sn-glycerol-3-phosphate:NAD(P)+ 2-oxidoreductase
1.1.1.8	sn-glycerol-3-phosphate:NAD+ 2-oxidoreductase
1.1.1.177	sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase
1.1.3.21	sn-glycerol-3-phosphate:oxygen 2-oxidoreductase
2.5.1.39	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase
1.14.13.103	sophoraflavanone-B,NADPH:oxygen oxidoreductase (2'-hydroxylating)
3.1.3.50	sorbitol-6-phosphate phosphohydrolase
1.5.99.6	spermidine:acceptor oxidoreductase
1.5.3.B4 (preliminary BRENDA-supplied EC number)	spermidine:oxygen oxidoreductase (propane-1,3-diamine-forming)
1.5.3.B6 (preliminary BRENDA-suppllied EC number)	spermidine:oxygen oxidoreductase (spermidine-forming)
2.5.1.45	spermidine:putrescine 4-aminobutyltransferase(propane-1,3-diamine-forming)
1.5.3.B1 (preliminary BRENDA-supplied EC number)	spermine oxidase
4.1.2.27	sphinganine-1-phosphate palmitaldehyde-lyase(phosphoethanolamine-forming)
3.1.4.41	sphingomyelin ceramide-phosphohydrolase
3.1.4.12	sphingomyelin cholinephosphohydrolase
5.4.99.17	squalene mutase (cyclizing)
1.14.99.7	squalene,hydrogen-donor:oxygen oxidoreductase (2,3-epoxidizing)
1.14.19.1	stearoyl-CoA,ferrocytochrome-b5:oxygen oxidoreductase(9,10-dehydrogenating)
2.3.1.119	stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-and enoyl-reducing)
1.14.99.9	steroid,hydrogen-donor:oxygen oxidoreductase (17alpha-hydroxylating)
1.14.99.10	steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)
1.14.99.24	steroid,hydrogen-donor:oxygen oxidoreductase (9-epoxidizing)
1.14.15.4	steroid,reduced-adrenal-ferredoxin:oxygen oxidoreductase(11beta-hydroxylating)
1.14.13.70	sterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)
1.3.1.72	sterol:NADP+ DELTA24-oxidoreductase
3.1.1.13	steryl-ester acylhydrolase
3.1.6.2	steryl-sulfate sulfohydrolase
4.1.1.60	stipitatonate carboxy-lyase (decyclizing, stipitatate-forming)
3.1.3.39	streptomycin-6-phosphate phosphohydrolase
3.2.1.105	strictosidine beta-D-glucohydrolase
5.3.99.7	styrene-oxide isomerase (epoxide-cleaving)
1.14.14.1	substrate,reduced-flavoprotein:oxygen oxidoreductase (RH-hydroxylatingor -epoxidizing)
1.2.1.16	succinate-semialdehyde:NAD(P)+ oxidoreductase
1.2.1.24	succinate-semialdehyde:NAD+ oxidoreductase
6.2.1.4	succinate:CoA ligase (GDP-forming)
1.3.1.6	succinate:NAD+ oxidoreductase
1.3.99.1	succinate:acceptor oxidoreductase
1.3.5.1	succinate:ubiquinone oxidoreductase
3.1.2.3	succinyl-CoA hydrolase
2.8.3.15	succinyl-CoA:(R)-2-benzylsuccinate CoA-transferase
2.3.1.117	succinyl-CoA:(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylateN-succinyltransferase
2.8.3.13	succinyl-CoA:3-hydroxy-3-methylglutarate CoA-transferase
2.8.3.5	succinyl-CoA:3-oxo-acid CoA-transferase
2.8.3.6	succinyl-CoA:3-oxoadipate CoA-transferase
2.3.1.109	succinyl-CoA:L-arginine N2-succinyltransferase
2.3.1.46	succinyl-CoA:L-homoserine O-succinyltransferase
2.3.1.174	succinyl-CoA:acetyl-CoA C-succinyltransferase
2.8.3.7	succinyl-CoA:citramalate CoA-transferase
2.3.1.61	succinyl-CoA:enzyme-N6-(dihydrolipoyl)lysine S-succinyltransferase
2.3.1.37	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)
2.8.3.2	succinyl-CoA:oxalate CoA-transferase
3.2.1.B3 (preliminary BRENDA-supplied EC number)	sucrose-6-phosphate phosphohydrolase
3.1.3.24	sucrose-6F-phosphate phosphohydrolase
3.2.1.48	sucrose-alpha-D-glucohydrolase
2.4.1.4	sucrose:(1->4)-alpha-D-glucan 4-alpha-D-glucosyltransferase
2.4.1.125	sucrose:(1->6)-alpha-D-glucan 3(6)-alpha-D-glucosyltransferase
2.4.1.5	sucrose:(1->6)-alpha-D-glucan 6-alpha-D-glucosyltransferase
2.4.1.140	sucrose:(1->6)[(1->3)]-alpha-D-glucan 6(3)-alpha-D-glucosyltransferase
2.4.1.9	sucrose:(2->1)-beta-D-fructan 1-beta-D-fructosyltransferase
2.4.1.10	sucrose:[6)-beta-D-fructofuranosyl-(2->]n alpha-D-glucopyranoside6-beta-D-fructosyltransferase
2.4.1.7	sucrose:phosphate alpha-D-glucosyltransferase
2.4.1.99	sucrose:sucrose 1'-beta-D-fructosyltransferase
3.1.3.58	sugar-omega-phosphate phosphohydrolase
3.1.3.23	sugar-phosphate phosphohydrolase
3.1.6.3	sugar-sulfate sulfohydrolase
1.1.1.260	sulcatol:NAD+ oxidoreductase
1.8.2.1	sulfite:ferricytochrome-c oxidoreductase
1.8.3.1	sulfite:oxygen oxidoreductase
1.13.11.55	sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)
1.21.3.4	sulochrin:oxygen oxidoreductase (cyclizing, (+)-specific)
1.21.3.5	sulochrin:oxygen oxidoreductase (cyclizing, (-)-specific)
1.15.1.1	superoxide:superoxide oxidoreductase
2.4.2.29	tRNA-guanine:queuine tRNA-D-ribosyltransferase
5.4.99.12	tRNA-uridine uracil mutase
2.7.7.56	tRNA:phosphate nucleotidyltransferase
1.14.13.73	tabersonine,NADPH:oxygen oxidoreductase (16-hydroxylating)
3.1.1.20	tannin acylhydrolase
1.1.1.93	tartrate:NAD+ oxidoreductase
1.14.11.17	taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)
2.6.1.55	taurine:2-oxoglutarate aminotransferase
1.4.99.2	taurine:acceptor oxidoreductase (deaminating)
2.6.1.77	taurine:pyruvate aminotransferase
