(+)-abscisic acid 8'-hydroxylase	1.14.13.93
glycerophosphate dehydrogenase (NAD)	1.1.1.8
glycerophosphate kinase	2.7.2.3
glycerophosphate phosphatase	3.1.3.20
glycerophosphate phosphatidyltransferase	2.7.8.5
glycerophosphate synthetase	2.7.8.12
glycerophosphate transacylase	2.3.1.15
glycerophosphinicocholine diesterase	3.1.4.2
glycerophosphocholinehydrolase	3.1.4.2
glycerophosphodiester phosphodiesterase	3.1.4.2 / or / 3.1.4.46
glycerophosphodiester phosphodiesterase domain containing 5	3.1.4.46
glycerophosphodiesterase	3.1.4.2
glycerophosphoinositol glycerophosphohydrolase	3.1.4.44
glycerophosphoinositol phosphodiesterase	3.1.4.44
glycerophospholipid flippase	3.6.99.B1
glycerophosphoryl diester phosphodiesterase	3.1.4.46
glycerophosphotransferase, cytidine diphosphoglycerol	2.7.8.12
glyceryl ether hydroxylase	1.14.16.5
glyceryl ether monooxygenase	1.14.16.5
glyceryl ether oxidase	1.14.16.5
glyceryl ether oxygenase	1.14.16.5
glyceryl ether-cleaving enzyme	1.14.16.5
glyceryl etherase	1.14.16.5
glyceryl-ether cleaving enzyme	1.14.16.5
glycerylphosphorylcholinediesterase	3.1.4.2
glycin oxidase	1.4.3.19
glycinamidase, peptidyl	3.4.19.2
glycinamide ribonucleotide formyltransferase	2.1.2.2
glycinamide ribonucleotide transformylase	2.1.2.2
glycine N-acyltransferase	2.3.1.71
glycine acetyltransferase	2.3.1.29
glycine acyltransferase	2.3.1.13
glycine amidinotransferase	2.1.4.1
glycine aminotransferase	2.6.1.4
glycine betaine porter II	3.6.3.32
glycine carboxypeptidase	3.4.17.4
glycine cleavage H protein	1.4.4.2
glycine decarboxylase	1.4.4.2
glycine decarboxylase (P-protein)	1.4.4.2
glycine decarboxylase P-protein	1.4.4.2
glycine decarboxylase complex	1.4.4.2
glycine dehydrogenase	1.4.4.2
glycine endopeptidase	3.4.22.25
glycine formiminotransferase	2.1.2.4
glycine hydroxymethyltransferrase	2.1.2.1
glycine ligase	6.3.2.B4
glycine methyltransferase	2.1.1.20
glycine sarcosine N-methyltransferase	2.1.1.156
glycine sarcosine methyltransferase	2.1.1.156
glycine synthase	2.1.2.10
glycine transamidinase	2.1.4.1
glycine-N-acylase	2.3.1.13
glycine-N-acyltransferase	2.3.1.13
glycine-cleavage complex	1.4.4.2
glycine-cytochrome c reductase	1.4.2.1
glycine-oxalacetate aminotransferase	2.6.1.35
glycine-taurine N-acyltransferase	2.3.1.65
glycoasparaginase	3.5.1.26
glycocholase	3.5.1.24
glycocyaminase	3.5.3.2
glycocyamine kinase	2.7.3.1
glycogen 6-glucanohydrolase	3.2.1.68
glycogen alpha-1,6-glucanohydrolase	3.2.1.68
glycogen branching enzyme	2.4.1.18
glycogen branching enzyme GBE1	2.4.1.18
glycogen debranching enzyme	2.4.1.25 / or / 3.2.1.33
glycogen debranching system	3.2.1.33
glycogen glucosyltransferase phosphatase	3.1.3.42
glycogen phosphorylase	2.4.1.1
glycogen phosphorylase a	2.4.1.1
glycogen phosphorylase b	2.4.1.1
glycogen phosphorylase b kinase	2.7.11.19
glycogen phosphorylase dextrin 6-glucanohydrolase	3.2.1.33
glycogen phosphorylase limit dextrin alpha-1,6-glucohydrolase	3.2.1.33
glycogen phosphorylase limit dextrin debranching system	3.2.1.33
glycogen phosphorylase phosphatase	3.1.3.17
glycogen phosphorylase-a	2.4.1.1
glycogen synthase	2.4.1.11
glycogen synthase 2	2.4.1.11
glycogen synthase D phosphatase	3.1.3.42
glycogen synthase kinase	2.7.11.26
glycogen synthase kinase 3	2.7.11.1 / or / 2.7.11.26
glycogen synthase kinase 3 beta	2.7.11.1 / or / 2.7.11.26
glycogen synthase kinase 3beta	2.7.11.1 / or / 2.7.11.26
glycogen synthase kinase-3	2.7.11.1 / or / 2.7.11.26
glycogen synthase kinase-3 alpha	2.7.11.26
glycogen synthase kinase-3 homolog	2.7.11.26
glycogen synthase kinase-3 homolog MsK-1	2.7.11.26
glycogen synthase kinase-3 homolog MsK-2	2.7.11.26
glycogen synthase kinase-3 homolog MsK-3	2.7.11.26
glycogen synthase kinase-3alphabeta	2.7.11.1 / or / 2.7.11.22 / or / 2.7.11.26
glycogen synthase kinase-3beta	2.7.11.1 / or / 2.7.11.26
glycogen synthase phosphatase	3.1.3.16 / or / 3.1.3.42
glycogen synthetase (starch)	2.4.1.11
glycogen synthetase phosphatase	3.1.3.42
glycogen-bound polyphosphate kinase	2.7.4.1
glycogen-debranching enzyme	3.2.1.68
glycogenase	3.2.1.1 / or / 3.2.1.2
glycogenin	2.4.1.186
glycogenin glycosyltransferase	2.4.1.186
glycogenin-1	2.4.1.186
glycogenin-2	2.4.1.186
glycohydrolase, poly(adenosine diphosphoribose)	3.2.1.143
glycohydrolase, poly(adenosine diphosphoribose) (Rattus norvegicusstrain BUF gene Parg)	3.2.1.143
glycohydrolase, poly(adenosine diphosphoribose) (cattle clone 4/5)	3.2.1.143
glycol (nicotinamide adenine dinucleotide (phosphate)) dehydrogenase	1.1.1.185
glycolaldehydetransferase	2.2.1.1
glycolate dehydrogenase 	1.1.99.14
glycolate oxidase	1.1.1.26 / or / 1.1.3.15
glycolate oxidoreductase	1.1.99.14
glycolic acid dehydrogenase	1.1.99.14
glycolipid 6-alpha-mannosyltransferase	2.4.1.232
glycolipid sulfotransferase	2.8.2.11
glycolithocholate sulfotransferase	2.8.2.14
glycopeptidase	3.5.1.52
glycopeptide N-glycosidase	3.5.1.52
glycoprotein 4-beta-galactosyl-transferase	2.4.1.38
glycoprotein 7(9)-O-acetyltransferase	2.3.1.45
glycoprotein GP110	3.4.14.5
glycoprotein acetylgalactosaminyltransferase	2.4.1.41
glycoprotein alpha1-6-mannosyltransferase	2.4.1.232
glycoprotein beta-galactosyltransferase	2.4.1.38
glycoprotein fucosyltransferase	2.4.1.221 / or / 2.4.1.68
glycoprotein phospholipase D	3.1.4.50
glycoprotein processing mannosidase I	3.2.1.113
glycoprotein, CALLA	3.4.24.11
glycoprotein-fucosylgalactoside alpha-galactosyltransferase	2.4.1.37
glycoproteins, S-genotype-asssocd	3.1.27.5
glycoproteins, SLSG	3.1.27.5
glycoproteins, gene S locus-specific	3.1.27.5
glycoproteins, specific or class, SLSG (gene S locus-specificglycoprotein)	3.1.27.5
glycoproteins, specific or class, gene S	3.1.27.5
glycosaminoglycan glucuronyltransferase I	2.4.1.135
glycose transferase	2.4.1.219
glycosidase, azoferredoxin	3.2.2.24
glycosidase, deoxyribonucleate formamidopyrimidine	3.2.2.23
glycoside hydrolase 	3.2.1.80
glycoside hydrolase family 11 endoxylanase	3.2.1.8
glycosphingolipid beta-N-acetylgalactosaminyltransferase	2.4.1.79
glycosphingolipid ceramide deacylase	3.5.1.23 / or / 3.5.1.69
glycosphingolipid sulfotransferase	2.8.2.11
glycosulfatase	3.1.6.3
glycosyl ceramide glycosylhydrolase	3.2.1.62
glycosyl inositol phospholipid anchor-hydrolyzing enzyme	4.6.1.14
glycosyl-N-acetyl-sphingosine 1,1-beta-D-glucanohydrolase	3.2.1.123
glycosyl-N-acylsphingosine glycohydrolase	3.2.1.62
glycosyl-galactosyl-hydroxylysine glucosidase	3.2.1.107
glycosyl-phosphatidylinositol-anchored renal dipeptidase	3.4.13.19
glycosylase/abasic (AP) lyase	3.2.2.17
glycosylasparaginase	3.5.1.26
glycosylceramidase	3.2.1.45 / or / 3.2.1.62
glycosylceramide-beta-glucosidase	3.2.1.45
glycosylgalactosylhydroxylysine glucosidase	3.2.1.107
glycosylphophatidylinositol-specific phospholipase D	3.1.4.50
glycosylphosphatidylinositol-phospholipase C	4.6.1.14
glycosylphosphatidylinositol-phospholipase D	3.1.4.50
glycosylphosphatidylinositol-specific phospholipase C 	4.6.1.14
glycosylphosphatidylinositol-specific phospholipase D	3.1.4.50
glycosyltransferase	2.4.1.155
glycosyltransferase 6 (GT6) family member	2.4.1.88
glycosyltransferase Fringe	2.4.1.222
glycosyltransferase R	2.4.1.5
glycosyltransferase, alpha-glucan-branching	2.4.1.18
glycosyltransferase, dolichyldiphosphooligosaccharide-protein	2.4.1.119
glycosyltransferase, dolichylpyrophosphodiacetylchitobiose-protein	2.4.1.119
glycosyltransferase, peptidoglycan	2.4.1.129
glycosyltransferase/acyltransferase penicillin-binding protein 4	2.4.1.129
glycosyltransferases A	2.4.1.40
glycosyltransferases B	2.4.1.37
glycosyltransferases GlcAT1	2.4.1.135
glycosyltrehalose trehalohydrolase	3.2.1.141
glycuronidase	3.2.1.56
glycyl-L-leucine dipeptidase	3.4.13.18
glycyl-L-leucine hydrolase	3.4.13.18
glycyl-L-leucine peptidase	3.4.13.18
glycyl-glycine dipeptidase	3.4.13.18
glycyl-leucine dipeptidase	3.4.13.18
glycyl-tRNA synthetase 1	6.1.1.14
glycylleucine dipeptidase	3.4.13.18
glycylleucine dipeptide hydrolase	3.4.13.18
glycylleucine hydrolase	3.4.13.18
glycylleucine peptidase	3.4.13.18
glycylpeptide N-tetradecanoyltransferase	2.3.1.97
glycylpeptide N-tetradecanoyltransferase 1	2.3.1.97
glycylpeptide N-tetradecanoyltransferase 2	2.3.1.97
glycylproline aminopeptidase	3.4.14.5
glycylproline-dipeptidyl-aminopeptidase	3.4.14.5
glycylprolyl aminopeptidase	3.4.14.5
glycylprolyl dipeptidylaminopeptidase	3.4.14.5
glycyrrhizin beta-D-glucoronidase	3.2.1.128
glycyrrhizin beta-D-glucoronidase I	3.2.1.128
glycyrrhizin hydrolase	3.2.1.128
glycyrrhizinic acid hydrolase	3.2.1.128
glyoalase I	4.4.1.5
glyogenin	2.4.1.186
glyoxalase 1	4.4.1.5
glyoxalase 2	3.1.2.6
glyoxalase I	4.4.1.5
glyoxalase II	3.1.2.6
glyoxalase-1	4.4.1.5
glyoxalase-I	4.4.1.5
glyoxylase I	4.4.1.5
glyoxylate reductase	1.1.1.29 / or / 1.1.1.79
glyoxylate reductase 1	1.1.1.79
glyoxylate reductase 2	1.1.1.79
glyoxylate reductase/hydroxypyruvate reductase	1.1.1.79 / or / 1.1.1.81
glyoxylate transacetase	2.3.3.9
glyoxylate-2-oxoglutarate carboligase	2.2.1.5
glyoxylate-glutamate aminotransferase	2.6.1.4
glyoxylate-glutamic transaminase	2.6.1.4
glyoxylate/hydroxypyruvate reductase	1.1.1.26
glyoxylic acid reductase	1.1.1.26
glyoxylic transacetase	2.3.3.9
gonadotropin-regulated long chain acyl-CoA synthetase	6.2.1.3
gonadotropin-regulated long-chain acyl CoA synthetase	6.2.1.3
goodpasture antigen-binding protein	2.7.11.9
goose type lysozyme	3.2.1.17
gp130RB13-6	3.1.4.1
gp144	3.2.1.17
gp145trkC	2.7.10.1
gp180	3.4.17.22
gp24.1	6.5.1.3
gp36C	3.2.1.17
gp63	3.4.24.36
gp78	6.3.2.19
granule-bound starch synthase	2.4.1.11 / or / 2.4.1.21 / or / 2.4.1.242
granule-bound starch synthase 1	2.4.1.242
granule-bound starch synthase I	2.4.1.21 / or / 2.4.1.242
granule-bound starch synthase II	2.4.1.242
granulocyte elastase	3.4.21.37
granulose phosphorylase	2.4.1.1
granzyme 3	3.4.21.B4
granzyme K	3.4.21.B4
granzyme-like protein III	3.4.21.B3
grappa	2.1.1.43
grass pea amine oxidase	1.4.3.21
green-like type rubisco	4.1.1.39
grifolisin	3.4.21.100
group 1 adenylyl cyclase	4.6.1.1
group 3 XTH	2.4.1.207
group B streptococcal sialic acid O-acetyltransferase	2.3.1.45
group I biotin protein ligase	6.3.4.15
group IIA secretory phospholipase A2	3.1.1.4
group III trypsin	3.4.21.4
group III two-component histidine kinase	2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine)
group IVA cPLA2	3.1.1.4
group IVA cytosolic phospholipase A2	3.1.1.4
group IVA phospholipase A2	3.1.1.4
group V secreted phospholipase A2	3.1.1.4
group VIA calcium-independent phospholipase A	3.1.1.4
group VII PAF acetylhydrolase homolog	3.1.1.47
group VII phospholipase A2	3.1.1.47
group VIII phospholipase A2	3.1.1.47
grzK	3.4.21.B4
gseBi gene product	3.4.21.19
gtdA-2	1.13.11.4
guaiacol peroxidase	1.11.1.7
guaiadiene synthase	4.2.3.23
guanase	3.5.4.3
guanidine diphosphomannose pyrophoyphorylase	2.7.7.13
guanidinethylphosphoserine kinase	2.7.3.5
guanidino kinase	2.7.3.4
guanidinoacetate N-methyltransferase	2.1.1.2
guanidinoacetate methyltransferase	2.1.1.2
guanidinoacetate transmethylase	2.1.1.2
guanidinoaminodideoxy-scyllo-inositol-pyruvate aminotransferase	2.6.1.56
guanidinobutyrase	3.5.3.7
guanidinobutyrate ureahydrolase	3.5.3.7
guanidinopropionase	3.5.3.17
guanidoacetate methyltransferase	2.1.1.2
guanine aminase	3.5.4.3
guanine insertion enzyme	2.4.2.29
guanine nucleotide-binding protein-coupled receptor kinase	2.7.11.15
guanine phosphoribosyltransferase	2.4.2.8
guanine triphosphatase	3.6.5.2 / or / 3.6.5.3 / or / 3.6.5.4 / or / 3.6.5.5 / or / 3.6.5.6
guanine, queuine-tRNA transglycosylase	2.4.2.29
guanine-(N2)-methyltransferase	2.1.1.52
guanine-7-methyltransferase	2.1.1.56
guanine-N2-methylase	2.1.1.32
guanine-N7 methyltransferase	2.1.1.56
guanine-hypoxanthine phosphoribosyltransferase	2.4.2.8
guanosine 3',5'-polyphosphate synthase	2.7.6.5
guanosine 3',5'-polyphosphate synthetase	2.7.6.5
guanosine 3,5-cyclic monophosphate-dependent protein kinase	2.7.11.12
guanosine 5',3'-polyphosphate synthetase	2.7.6.5
guanosine 5'-diphosphatase	3.6.1.6
guanosine 5'-diphospho-D-mannose pyrophosphorylase	2.7.7.13
guanosine 5'-monophosphate reductase	1.7.1.7
guanosine 5'-phosphate pyrophosphorylase	2.4.2.8
guanosine 5'-triphosphatase	3.6.5.1 / or / 3.6.5.2 / or / 3.6.5.3 / or / 3.6.5.4 / or / 3.6.5.5 / or / 3.6.5.6
guanosine 5'-triphosphate-3'-diphosphate 5'-phosphohydrolase	3.6.1.40
guanosine 5'-triphosphate-cyclohydrolase I	3.5.4.16
guanosine aminase	3.5.4.15
guanosine cyclic 3',5'-phosphate dependent protein kinase	2.7.11.12
guanosine cyclic 3',5'-phosphate phosphodiesterase	3.1.4.35
guanosine diphosphatase	3.6.1.42 / or / 3.6.1.6
guanosine diphosphate D-glucose glucohydrolase	3.2.1.42
guanosine diphosphate L-fucose pyrophosphorylase	2.7.7.30
guanosine diphosphate glucose pyrophosphorylase	2.7.7.34
guanosine diphosphate-4-keto-D-rhamnose reductase	1.1.1.187
guanosine diphosphate-mannose 1-phosphate guanylyltransferase	2.7.7.22
guanosine diphospho-6-deoxy-D-talose dehydrogenase	1.1.1.135
guanosine diphospho-D-mannose dehydrogenase	1.1.1.132
guanosine diphospho-L-fucose-lactose fucosyltransferase	2.4.1.69
guanosine diphosphofucose glucoside alpha1->3fucosyltransferase	2.4.1.152
guanosine diphosphofucose synthetase	1.1.1.271
guanosine diphosphofucose-glycoprotein 2-alpha-L-fucosyltransferase	2.4.1.69
guanosine diphosphofucose-glycoprotein 4-alpha-L-fucosyltransferase	2.4.1.65
guanosine diphosphofucose-glycoprotein fucosyltransferase	2.4.1.221 / or / 2.4.1.68
guanosine diphosphoglucose pyrophosphorylase	2.7.7.34
guanosine diphosphoglucose-1,4-beta-glucan glucosyltransferase	2.4.1.29
guanosine diphosphoglucose-cellulose glucosyltransferase	2.4.1.29
guanosine diphosphoglucose-glucose phosphate glucosyltransferase	2.4.1.36
guanosine diphosphoglucosidase	3.2.1.42
guanosine diphosphohexose pyrophosphorylase	2.7.7.28
guanosine diphosphomannose dehydrogenase	1.1.1.132
guanosine diphosphomannose phosphorylase	2.7.7.22
guanosine diphosphomannose pyrophosphorylase	2.7.7.13
guanosine diphosphomannose-dolichol diphosphochitobiose	2.4.1.142
guanosine diphosphomannose-heteroglycan alpha-mannosyltransferase	2.4.1.48
guanosine diphosphomannose-oligosaccharide-lipid mannosyltransferase	2.4.1.131
guanosine diphosphomannose-phosphatidyl-inositolalpha-mannosyltransferase	2.4.1.57
guanosine diphosphomannose-undecaprenyl phosphate mannosyltransferase	2.4.1.54
guanosine monophosphate kinase	2.7.4.8
guanosine monophosphate kinase (EcGMPK)	2.7.4.8
guanosine monophosphate reductase	1.7.1.7
guanosine monophosphate reductase 2	1.7.1.7
guanosine monophosphate synthetase	6.3.5.2
guanosine pentaphosphatase	3.6.1.40
guanosine pentaphosphate phosphatase	3.6.1.40
guanosine pentaphosphate phosphohydrolase	3.6.1.40
guanosine pentaphosphate synthetase	2.7.6.5
guanosine phosphoribosyltransferase	2.4.2.8
guanosine triphosphatase	3.6.5.1 / or / 3.6.5.2 / or / 3.6.5.3 / or / 3.6.5.4 / or / 3.6.5.5 / or / 3.6.5.6
guanosine triphosphate 8-deformylase	3.5.4.16
guanosine triphosphate cyclohydrolase	3.5.4.16
guanosine triphosphate cyclohydrolase I	3.5.4.16
guanosine triphosphate cyclohydrolase II	3.5.4.25
guanosine triphosphate fucose pyrophosphorylase (GFPP)	2.7.7.30
guanosine triphosphate-adenylate kinase	2.7.4.10
guanosine triphosphate-guanose triphosphate guanylyltransferase	2.7.7.45
guanosine triphosphate-mannose 1-phosphate guanylyltransferase	2.7.7.13
guanosine triphosphate:5-hydroxy-L-lysine O-phosphotransferase	2.7.1.81
guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	3.1.7.2
guanosine-3',5'-bis(diphosphate) 3'-pyrophosphatase	3.1.7.2
guanosine-5'-monophosphate reductase	1.7.1.7
guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	3.6.1.40
guanosine-inosine kinase	2.7.1.73
guanosine-inosine-preferring nucleoside N-ribohydrolase	3.2.2.2
guanosinediphosphofucose-beta-D-galactosyl-alpha-2-L-fucosyltransferase	2.4.1.69
guanosinediphosphofucose-galactosylacetylglucosaminylgalactosylglucosylceramide	2.4.1.69
guanyl cyclase	4.6.1.2
guanylate cyclase 1	4.6.1.2
guanylate cyclase 2	4.6.1.2
guanylate cyclase C	4.6.1.2
guanylate endoribonuclease	3.1.27.3
guanylate kinase	2.7.4.8
guanylate kinase (GK)	2.7.4.8
guanylate monophosphate kinase	2.7.4.8
guanylate pyrophosphorylase	2.4.2.8
guanylate reductase	1.7.1.7
guanylic pyrophosphorylase	2.4.2.8
guanyltransferase	2.7.7.62
guanylyl cyclase	4.6.1.2
guanylyl cyclase A	4.6.1.2
guanylyl cyclase C	4.6.1.2
guanylyl cyclase C receptor	4.6.1.2
guanylyl cyclase-A	4.6.1.2
guanylyl cyclase-A receptor	4.6.1.2
guanylyl cyclase-C	4.6.1.2
guanylyl cyclase-D	4.6.1.2
guanylyl cyclase-G	4.6.1.2
guanylyltransferase, glucose 1-phosphate	2.7.7.34
guanylyltransferase, guanosine triphosphate	2.7.7.45
guanylyltransferase, hexose 1-phosphate	2.7.7.28
guanylyltransferase, mannose 1-phosphate	2.7.7.13
guanylyltransferase, mannose 1-phosphate (guanosine diphosphate)	2.7.7.22
gulonolactonase	3.1.1.17
gulonolactone dehydrogenase	1.1.1.20
guluronate lyase	4.2.2.11
gypenoside-alpha-L-rhamnosidase	3.2.1.40
gysophilin	3.2.2.22
h Par14	5.2.1.8
h-DPPIV	3.4.14.5
h-FTV-1	1.1.1.102
h-LPTA	3.1.1.5
h-SD	4.2.2.1
h-SH	4.2.2.1
h-isoQC	2.3.2.5
h-mtTFB1	2.1.1.48
h-prune	3.1.4.17
h1Lip1	3.1.1.3
hAANAT	2.3.1.87
hACAT	2.3.1.26
hACAT-1	2.3.1.26
hACAT-2	2.3.1.26
hACAT1	2.3.1.26
hACE2	3.4.17.B3
hADK	2.7.1.20
hAFP 	3.4.21.120
hAGT	2.1.1.63
hALDH2	1.2.1.3
hAPA	1.14.13.84 / or / 3.4.11.7
hAPC	3.4.21.69
hAPE	1.2.1.61 / or / 4.2.99.18
hAPE1	4.2.99.18
hARD2	2.3.1.88
hARK1	2.7.11.1
hARNIP	6.3.2.19
hAS3MT	2.1.1.137
hASPA	3.5.1.15
hATPase	3.6.4.10
hATR	2.5.1.17
hATX	3.1.4.39
hAcy1	3.5.1.14
hBAT	2.3.1.65
hBCATm	2.6.1.42
hBUBR1	2.7.11.1
hCA I	4.2.1.1
hCA III	4.2.1.1
hCA IV	4.2.1.1
hCA IX	4.2.1.1
hCA VA	4.2.1.1
hCA VB	4.2.1.1
hCA VI	4.2.1.1
hCA VII	4.2.1.1
hCA XII	4.2.1.1
hCA XIV	4.2.1.1
hCA XIV catalytic domain	4.2.1.1
hCAII	4.2.1.1
hCBG	3.2.1.21
hCBS	4.2.1.22
hCERK	2.7.1.138
hCPA	3.4.17.1
hCPA4	3.4.17.1
hCPE	3.4.17.10
hCSE	4.4.1.1
hCSS	2.7.7.43
hCath A	3.4.16.5
hCyP33	5.2.1.8
hDAAO	1.4.3.3
hDHFR-1	1.5.1.3
hDHFR-2	1.5.1.3
hDHOase	3.5.2.3
hDNMT1	2.1.1.37
hDNase I	3.1.21.1
hDPPI	3.4.14.1
hDPPIV	3.4.14.5
hECE-1	3.4.24.71
hEPT1 	2.7.8.1
hEST	2.8.2.4
hEST1	2.8.2.15 / or / 2.8.2.2
hEXO1	3.1.11.1 / or / 3.2.1.52
hExoI	3.1.11.1
hFAK	2.7.10.2
hFC	4.99.1.1
hFEM2	3.1.3.16
hFbpABC transporter	3.6.3.30
hGDH1	1.4.1.3 / or / 1.4.1.4
hGDH2	1.4.1.3
hGDH2-nerve-specific GDH	1.4.1.4
hGR	1.8.1.7
hGSH synthetase	6.3.2.23
hGSHS	6.3.2.23
hGSTA-3	2.5.1.18
hGSTZ1-1	2.5.1.18
hGUSB	3.2.1.31
hGX sPLA2	3.1.1.4
hGzmM	3.4.21.B2
hHexA	3.2.1.52
hIBPLA2	3.1.1.4
hIDO	1.13.11.52
hIIAPLA2	3.1.1.4
hJUMPY	3.1.3.64
hK 14	3.4.21.B45
hK10	3.4.21.35 / or / 3.4.21.B41
hK11	3.4.21.35 / or / 3.4.21.B42
hK12	3.4.21.B43
hK13	3.4.21.119 / or / 3.4.21.35
hK14	3.4.21.35 / or / 3.4.21.B45
hK3/PSA 	3.4.21.77
hK5	3.4.21.35 / or / 3.4.21.B39
hK6	3.4.21.35 / or / 3.4.21.B10
hK7	3.4.21.117
hK8	3.4.21.118 / or / 3.4.21.35
hKRS	6.1.1.6
hLysoPLA	3.1.1.5
hLysoPLA I	3.1.1.5
hMCD	4.1.1.9
hMCV	3.4.21.97
hMMP-12	3.4.24.65
hMOF	2.3.1.48
hMet-1	3.4.21.B2
hMsrB2	1.8.4.B3
hMsrB3	1.8.4.B3
hNMNAT-1	2.7.7.1
hNMNAT-2	2.7.7.1
hNPP6	3.1.4.3
hNTH	4.2.99.18
hNTH1	4.2.99.18
hNat5	2.3.1.88
hOSC	5.4.99.7
hOV-1 	3.4.21.120
hOgg1 protein	4.2.99.18
hPADI2	3.5.3.15
hPADI4	3.5.3.15
hPADVI	3.5.3.15
hPAK1	2.7.11.1
hPAN	3.1.13.4
hPANK2	2.7.1.33
hPAO-1	1.5.3.11 / or / 1.5.3.B5
hPDE4A	3.1.4.53
hPDE4B	3.1.4.53
hPDK1	2.7.11.1
hPGHS-1	1.14.99.1
hPGHS-2	1.14.99.1
hPGK	2.7.2.3
hPKM2 	2.7.1.40
hPL kinase	2.7.1.35
hPLC-eta	3.1.4.11
hPLD1	3.1.4.4
hPLD2	3.1.4.4
hPNMT	2.1.1.28
hPNP	2.4.2.1
hPNPase(old-35)	2.7.7.8
hPOP1	3.1.26.5
hPOP4	3.1.26.5
hPOP7	3.1.26.5
hPRMT1	2.1.1.B1
hPSK	2.7.11.1
hPTPE1	3.1.3.48
hPanK	2.7.1.33
hPanK1	2.7.1.33
hPanK3	2.7.1.33
hPanK4	2.7.1.33
hPar14	5.2.1.8
hPif1	3.6.4.B2
hPin1	5.2.1.8
hPlk1	2.7.11.21
hPus1p	5.4.99.12
hQPRTase 	2.4.2.19
hRCE1	3.4.99.B1
hRDH5	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
hRoDH	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
hSCD1	1.14.19.1
hSCD5	1.14.19.1
hSHMT	2.1.2.1
hSKI-1	3.4.21.112
hSMO	1.5.3.B6 (preliminary BRENDA-suppllied EC number)
hSMase	3.1.4.12
hST3Gal V	2.4.99.9
hST6Gal-I	2.4.99.1
hST8Sia III	2.4.99.8
hSTAR	4.6.1.2
hTAL	2.2.1.2
hTDG	3.2.2.B2
hTDO	1.13.11.11
hTH2	1.14.16.2
hTPH2	1.14.16.4
hTPK1	2.7.6.2
hTPO	1.11.1.8
hTdT	2.7.7.31
hTdTL1 	2.7.7.31
hTdTL2 	2.7.7.31
hTdTS 	2.7.7.31
hTop1p	5.99.1.2
hTopo	5.99.1.2
hTopo IIIalpha	5.99.1.2
hTopoI 	5.99.1.2
hTrpRS	6.1.1.2
hTrxR	1.8.1.9
hVps34	2.7.1.137
hVps34 PI 3-kinase	2.7.1.137
hWRS	6.1.1.2
hXa	3.4.21.6
haCER1	3.5.1.23
haSMase	3.1.4.12
haem mono-oxygenase CYP101	1.14.15.1
haem oxygenase	1.14.99.3
haemagglutinin-esterase	3.1.1.6
haemagglutinin-neuraminidase protein	3.2.1.18
haemolysin B transporter	3.6.3.43
haemolytic factor-2	3.4.24.73
haemolytic phospholipase C	3.1.4.3
half-amidase 	3.5.1.4
haloacid dehalogenase	3.8.1.3
haloalkane dehalogenase	3.8.1.1
haloalkane halidohydrolase	3.8.1.1
