1.14.13.93	(+)-abscisic acid 8'-hydroxylase
1.2.1.36	retinal dehydrogenase
1.2.3.11	retinal oxidase
1.1.1.B6 (preliminary BRENDA-supplied EC number)	retinol NAD(P)+ dehydrogenase
2.3.1.76	retinol O-fatty-acyltransferase
1.1.1.105	retinol dehydrogenase
3.1.1.21	retinyl-palmitate esterase
2.7.1.5	rhamnulokinase
2.7.11.14	rhodopsin kinase
3.4.21.105	rhomboid protease
1.1.1.56	ribitol 2-dehydrogenase
1.1.1.137	ribitol-5-phosphate 2-dehydrogenase
2.7.1.26	riboflavin kinase
2.7.1.42	riboflavin phosphotransferase
2.5.1.9	riboflavin synthase
3.5.99.1	riboflavinase
2.7.1.15	ribokinase
3.1.13.5	ribonuclease D
3.1.26.12 ()	ribonuclease E
3.1.27.7	ribonuclease F
3.1.26.3	ribonuclease III
3.1.26.6	ribonuclease IV
3.1.26.10	ribonuclease IX
3.1.26.8	ribonuclease M5
3.1.26.5	ribonuclease P
3.1.26.7	ribonuclease P4
3.1.27.3	ribonuclease T1
3.1.27.1	ribonuclease T2
3.1.27.4	ribonuclease U2
3.1.26.9	ribonuclease [poly-(U)-specific]
3.1.26.2	ribonuclease alpha
1.17.4.1	ribonucleoside-diphosphate reductase
1.17.4.2	ribonucleoside-triphosphate reductase
2.7.4.23	ribose 1,5-bisphosphate phosphokinase
1.1.1.115	ribose 1-dehydrogenase (NADP+)
2.7.7.35	ribose-5-phosphate adenylyltransferase
2.7.6.1	ribose-phosphate diphosphokinase
2.3.1.128	ribosomal-protein-alanine N-acetyltransferase
1.10.99.2	ribosyldihydronicotinamide dehydrogenase (quinone)
2.7.1.22	ribosylnicotinamide kinase
3.2.2.8	ribosylpyrimidine nucleosidase
2.7.1.16	ribulokinase
3.5.5.2	ricinine nitrilase
1.10.3.6	rifamycin-B oxidase
2.3.1.140	rosmarinate synthase
2.5.1.20	rubber cis-polyprenylcistransferase
3.4.24.48	ruberlysin
1.18.1.4	rubredoxin-NAD(P)+ reductase
1.18.1.1	rubredoxin-NAD+ reductase
3.4.24.58	russellysin
4.2.3.11	sabinene-hydrate synthase
3.4.24.37	saccharolysin
1.5.1.9	saccharopine dehydrogenase (NAD+, L-glutamate-forming)
1.5.1.7	saccharopine dehydrogenase (NAD+, L-lysine-forming)
1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
1.5.1.8	saccharopine dehydrogenase (NADP+, L-lysine-forming)
2.4.1.172	salicyl-alcohol beta-D-glucosyltransferase
1.2.1.65	salicylaldehyde dehydrogenase
1.14.13.1	salicylate 1-monooxygenase
1.1.1.248	salutaridine reductase (NADPH)
1.14.21.4	salutaridine synthase
1.5.99.1	sarcosine dehydrogenase
1.5.3.1	sarcosine oxidase
1.21.4.3	sarcosine reductase
2.1.1.157	sarcosine/dimethylglycine N-methyltransferase
2.4.1.193	sarsapogenin 3beta-glucosyltransferase
3.1.7.4	sclareol cyclase
2.4.1.128	scopoletin glucosyltransferase
2.7.1.65	scyllo-inosamine 4-kinase
2.1.4.2	scyllo-inosamine-4-phosphate amidinotransferase
2.8.2.32	scymnol sulfotransferase
4.2.1.94	scytalone dehydratase
1.3.3.9	secologanin synthase
1.1.3.18	secondary-alcohol oxidase
2.7.1.14	sedoheptulokinase
3.1.3.37	sedoheptulose-bisphosphatase
3.4.21.100	sedolisin
1.97.1.9	selenate reductase
2.7.9.3	selenide, water dikinase
4.4.1.16	selenocysteine lyase
2.1.1.B4 (preliminary BRENDA-suppied EC number)	selenocysteine methyltransferase
3.4.21.77	semenogelase
1.14.13.101	senecionine N-oxygenase
2.5.1.B2 (preliminary BRENDA-supplied EC number)	sep-tRNA:Cys-tRNA synthase
3.4.22.49	separase
3.5.4.24	sepiapterin deaminase
1.1.1.153	sepiapterin reductase
1.1.1.143	sequoyitol dehydrogenase
1.4.1.7	serine 2-dehydrogenase
1.1.1.276	serine 3-dehydrogenase
2.3.1.50	serine C-palmitoyltransferase
2.3.1.30	serine O-acetyltransferase
5.1.1.18 ()	serine racemase
3.1.4.13	serine-ethanolaminephosphate phosphodiesterase
2.6.1.45	serine-glyoxylate transaminase
2.7.8.4	serine-phosphoethanolamine synthase
2.6.1.51	serine-pyruvate transaminase
4.3.1.10	serine-sulfate ammonia-lyase
3.4.16.4	serine-type D-Ala-D-Ala carboxypeptidase
3.4.24.40	serralysin
2.3.1.133	shikimate O-hydroxycinnamoyltransferase
1.1.1.25	shikimate dehydrogenase
2.7.1.71	shikimate kinase
3.1.1.53	sialate O-acetylesterase
2.1.1.B3 (preliminary BRENDA-supplied EC number)	sialate-8-O-methyltransferase
3.6.5.4	signal-recognition-particle GTPase
2.4.1.120	sinapate 1-glucosyltransferase
3.1.1.49	sinapine esterase
2.3.1.91	sinapoylglucose-choline O-sinapoyltransferase
2.3.1.92	sinapoylglucose-malate O-sinapoyltransferase
2.3.1.103	sinapoylglucose-sinapoylglucose O-sinapoyltransferase
4.99.1.3	sirohydrochlorin cobaltochelatase
4.99.1.4	sirohydrochlorin ferrochelatase
3.4.21.112	site-1 protease
2.1.1.72	site-specific DNA-methyltransferase (adenine-specific)
2.1.1.113	site-specific DNA-methyltransferase (cytosine-N4-specific)
3.6.5.2	small monomeric GTPase
2.4.1.96	sn-glycerol-3-phosphate 1-galactosyltransferase
2.4.1.137	sn-glycerol-3-phosphate 2-alpha-galactosyltransferase
3.4.24.77	snapalysin
3.3.2.10	soluble epoxide hydrolase
3.1.3.50	sorbitol-6-phosphatase
1.1.1.140	sorbitol-6-phosphate 2-dehydrogenase
1.1.1.123	sorbose 5-dehydrogenase (NADP+)
1.1.99.12	sorbose dehydrogenase
1.1.1.289	sorbose reductase
3.4.22.B21 (preliminary BRENDA-supplied EC number)	sortase A
3.4.22.B51 (preliminary BRENDA-supplied EC number)	sortase B
3.4.22.B63 (preliminary BRENDA-supplied EC number)	sortase C
3.4.22.B64 (preliminary BRNEDA-supplied EC number)	sortase D
1.5.99.6	spermidine dehydrogenase
2.5.1.16	spermidine synthase
1.5.3.B6 (preliminary BRENDA-suppllied EC number)	spermine oxidase
2.5.1.22	spermine synthase
3.4.21.99	spermosin
2.7.1.91	sphinganine kinase
3.1.4.12	sphingomyelin phosphodiesterase
3.1.4.41	sphingomyelin phosphodiesterase D
2.7.8.27	sphingomyelin synthase
2.3.1.24	sphingosine N-acyltransferase
2.4.1.23	sphingosine beta-galactosyltransferase
2.7.8.10	sphingosine cholinephosphotransferase
3.1.16.1	spleen exonuclease
3.4.23.B11 (preliminary BRENDA-supplied EC number)	spumapepsin
1.14.99.7	squalene monooxygenase
2.5.1.21	squalene synthase
5.4.99.17	squalene-hopene cyclase
3.4.24.B23 (preliminary BRENDA-supplied EC number)	stage IV sporulation protein FB
3.4.22.48	staphopain
2.4.1.21	starch synthase
1.14.19.1	stearoyl-CoA 9-desaturase
4.2.3.33	stemar-13-ene synthase
4.2.3.34	stemod-13(17)-ene synthase
2.1.1.110	sterigmatocystin 8-O-methyltransferase
1.14.15.4	steroid 11beta-monooxygenase
1.14.99.9	steroid 17alpha-monooxygenase
1.14.99.10	steroid 21-monooxygenase
1.14.99.24	steroid 9alpha-monooxygenase
5.3.3.1	steroid DELTA-isomerase
2.4.1.39	steroid N-acetylglucosaminyltransferase
2.8.2.15	steroid sulfotransferase
3.1.1.37	steroid-lactonase
1.14.13.70	sterol 14-demethylase
2.1.1.41	sterol 24-C-methyltransferase
2.4.1.B4 (preliminary BRENDA-supplied EC number)	sterol 27-beta-glucosyltransferase
2.4.1.173	sterol 3beta-glucosyltransferase
2.3.1.26	sterol O-acyltransferase
3.1.1.13	sterol esterase
1.1.1.170	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)
3.2.1.104	steryl-beta-glucosidase
3.1.6.2	steryl-sulfatase
1.13.11.29	stizolobate synthase
1.13.11.30	stizolobinate synthase
3.4.21.117	stratum corneum chymotryptic enzyme
3.4.21.B39 (preliminary BRENDA-supplied EC number)	stratum corneum tryptic enzyme
2.7.7.47	streptomycin 3''-adenylyltransferase
2.7.1.87	streptomycin 3''-kinase
2.7.1.72	streptomycin 6-kinase
3.1.3.39	streptomycin-6-phosphatase
3.4.22.10	streptopain
4.3.3.2	strictosidine synthase
3.4.24.17	stromelysin 1
3.4.24.22	stromelysin 2
5.3.99.7	styrene-oxide isomerase
1.3.99.1	succinate dehydrogenase
1.3.5.1	succinate dehydrogenase (ubiquinone)
6.2.1.4	succinate-CoA ligase (GDP-forming)
2.8.3.7	succinate-citramalate CoA-transferase
2.8.3.13	succinate-hydroxymethylglutarate CoA-transferase
1.2.1.24	succinate-semialdehyde dehydrogenase
1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
3.1.2.3	succinyl-CoA hydrolase
2.8.3.15	succinyl-CoA:(R)-benzylsuccinate CoA-transferase
3.5.1.18	succinyl-diaminopimelate desuccinylase
2.6.1.17	succinyldiaminopimelate transaminase
3.5.1.96	succinylglutamate desuccinylase
1.2.1.71	succinylglutamate-semialdehyde dehydrogenase
2.6.1.81	succinylornithine transaminase
3.2.1.B3 (preliminary BRENDA-supplied EC number)	sucrose 6-phosphate hydrolase
2.4.1.167	sucrose 6F-alpha-galactosyltransferase
3.2.1.48	sucrose alpha-glucosidase
2.4.1.7	sucrose phosphorylase
2.4.1.13	sucrose synthase
2.4.1.125	sucrose-1,6-alpha-glucan 3(6)-alpha-glucosyltransferase
3.1.3.24	sucrose-phosphate phosphatase
2.4.1.14	sucrose-phosphate synthase
2.4.1.99	sucrose:sucrose fructosyltransferase
3.1.3.23	sugar-phosphatase
3.1.3.58	sugar-terminal-phosphatase
1.1.1.260	sulcatone reductase
2.7.7.4	sulfate adenylyltransferase
2.7.7.5	sulfate adenylyltransferase (ADP)
3.6.3.25	sulfate-transporting ATPase
1.8.98.2	sulfiredoxin
1.8.2.1	sulfite dehydrogenase
1.8.3.1	sulfite oxidase
1.8.99.1	sulfite reductase
1.8.1.2	sulfite reductase (NADPH)
1.8.7.1	sulfite reductase (ferredoxin)
2.3.3.15	sulfoacetaldehyde acetyltransferase
1.2.1.73	sulfoacetaldehyde dehydrogenase
4.4.1.24	sulfolactate sulfo-lyase
4.1.1.79	sulfopyruvate decarboxylase
1.13.11.18	sulfur dioxygenase
1.13.11.55	sulfur oxygenase/reductase
1.97.1.3	sulfur reductase
1.21.3.4	sulochrin oxidase [(+)-bisdechlorogeodin-forming]
1.21.3.5	sulochrin oxidase [(-)-bisdechlorogeodin-forming]
1.15.1.1	superoxide dismutase
1.15.1.2	superoxide reductase
2.5.1.23	sym-norspermidine synthase
5.5.1.14 ()	syn-copalyl-diphosphate synthase
4.2.3.35	syn-pimara-7,15-diene synthase
4.2.1.88	synephrine dehydratase
3.4.21.68	t-Plasminogen activator
2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2.1.1.36	tRNA (adenine-N1-)-methyltransferase
2.1.1.55	tRNA (adenine-N6-)-methyltransferase
2.1.1.29	tRNA (cytosine-5-)-methyltransferase
2.1.1.31	tRNA (guanine-N1-)-methyltransferase
2.1.1.32	tRNA (guanine-N2-)-methyltransferase
2.1.1.33	tRNA (guanine-N7-)-methyltransferase
2.1.1.35	tRNA (uracil-5-)-methyltransferase
2.7.7.25	tRNA adenylyltransferase
2.7.7.21	tRNA cytidylyltransferase
2.1.1.34	tRNA guanosine-2'-O-methyltransferase
2.5.1.8	tRNA isopentenyltransferase
2.7.7.56	tRNA nucleotidyltransferase
2.8.1.4	tRNA sulfurtransferase
2.4.2.29	tRNA-guanine transglycosylase
3.1.27.9	tRNA-intron endonuclease
5.4.99.12	tRNA-pseudouridine synthase I
2.4.1.110	tRNA-queuosine beta-mannosyltransferase
2.5.1.25	tRNA-uridine aminocarboxypropyltransferase
3.1.26.11	tRNase Z
2.1.1.94	tabersonine 16-O-methyltransferase
1.14.13.73	tabersonine 16-hydroxylase
2.7.1.101	tagatose kinase
2.7.1.144	tagatose-6-phosphate kinase
1.1.1.58	tagaturonate reductase
3.1.1.20	tannase
4.1.1.73	tartrate decarboxylase
1.1.1.93	tartrate dehydrogenase
2.3.1.106	tartronate O-hydroxycinnamoyltransferase
2.7.11.26	tau-protein kinase
1.4.99.2	taurine dehydrogenase
1.14.11.17	taurine dioxygenase
2.6.1.55	taurine-2-oxoglutarate transaminase
2.6.1.77	taurine-pyruvate aminotransferase
3.6.3.36	taurine-transporting ATPase
1.14.13.97	taurochenodeoxycholate 6alpha-hydroxylase
2.7.3.4	taurocyamine kinase
2.3.1.162	taxadien-5alpha-ol O-acetyltransferase
1.14.99.37	taxadiene 5alpha-hydroxylase
4.2.3.17	taxadiene synthase
1.14.13.76	taxane 10beta-hydroxylase
1.14.13.77	taxane 13alpha-hydroxylase
1.14.13.19	taxifolin 8-monooxygenase
3.6.3.40	teichoic-acid-transporting ATPase
3.4.24.68	tentoxilysin
5.5.1.15	terpentedienyl-diphosphate synthase
4.2.3.36	terpentetriene synthase
1.1.1.63	testosterone 17beta-dehydrogenase
1.1.1.64	testosterone 17beta-dehydrogenase (NADP+)
2.7.1.130	tetraacyldisaccharide 4'-kinase
1.97.1.8	tetrachloroethene reductive dehalogenase
1.3.3.8	tetrahydroberberine oxidase
2.1.1.89	tetrahydrocolumbamine 2-O-methyltransferase
2.3.1.89	tetrahydrodipicolinate N-acetyltransferase
6.3.2.17	tetrahydrofolate synthase
2.1.1.86	tetrahydromethanopterin S-methyltransferase
1.1.1.252	tetrahydroxynaphthalene reductase
3.5.1.65	theanine hydrolase
2.1.1.159	theobromine synthase
3.4.24.27	thermolysin
3.4.23.42	thermopsin
2.5.1.B4 (preliminary BRENDA-supplied EC number)	thermospermine synthase
2.1.1.3	thetin-homocysteine S-methyltransferase
3.5.99.2	thiaminase
2.7.7.B3 (preliminary BRENDA-supplied EC number)	thiamine diphosphate adenylyl transferase
2.7.6.2	thiamine diphosphokinase
2.7.1.89	thiamine kinase
1.1.3.23	thiamine oxidase
2.5.1.2	thiamine pyridinylase
2.7.4.15	thiamine-diphosphate kinase
2.5.1.3	thiamine-phosphate diphosphorylase
2.7.4.16	thiamine-phosphate kinase
3.6.1.28	thiamine-triphosphatase
3.4.24.15	thimet oligopeptidase
3.5.5.8	thiocyanate hydrolase
2.3.1.11	thioethanolamine S-acetyltransferase
2.1.1.96	thioether S-methyltransferase
3.2.1.147	thioglucosidase
2.1.1.9	thiol S-methyltransferase
1.8.3.2	thiol oxidase
2.8.2.16	thiol sulfotransferase
1.5.1.25	thiomorpholine-carboxylate dehydrogenase
1.14.99.35	thiophene-2-carbonyl-CoA monooxygenase
2.1.1.67	thiopurine S-methyltransferase
1.8.1.B1 (preliminary BRENDA-supplied EC number)	thioredoxin glutathione reductase
1.8.1.9	thioredoxin-disulfide reductase
1.8.4.B3 (preliminary BRENDA-supplied EC number)	thioredoxin-independent methionine sulfoxide reductases B
1.8.2.2	thiosulfate dehydrogenase
1.8.5.2	thiosulfate dehydrogenase (quinone)
2.8.1.1	thiosulfate sulfurtransferase
2.8.1.5	thiosulfate-dithiol sulfurtransferase
2.8.1.3	thiosulfate-thiol sulfurtransferase
4.3.1.16	threo-3-hydroxyaspartate ammonia-lyase
4.3.1.19	threonine ammonia-lyase
4.2.3.1	threonine synthase
4.1.1.81	threonine-phosphate decarboxylase
3.4.21.5	thrombin
2.7.1.21	thymidine kinase
2.4.2.4	thymidine phosphorylase
3.6.1.39	thymidine-triphosphatase
3.1.3.35	thymidylate 5'-phosphatase
2.1.1.45	thymidylate synthase
2.1.1.148	thymidylate synthase (FAD)
1.14.11.6	thymine dioxygenase
3.2.2.B2 (preliminary BRENDA-supplied EC number)	thymine-DNA glycosylase
2.6.1.26	thyroid-hormone transaminase
1.97.1.10	thyroxine 5'-deiodinase
1.97.1.11	thyroxine 5-deiodinase
3.4.21.35	tissue kallikrein
2.1.1.95	tocopherol O-methyltransferase
1.14.12.11	toluene dioxygenase
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
5.3.3.14	trans-2-decenoyl-[acyl-carrier protein] isomerase
1.3.1.44	trans-2-enoyl-CoA reductase (NAD+)
1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)
4.2.1.77	trans-L-3-Hydroxyproline dehydratase
1.10.1.1	trans-acenaphthene-1,2-diol dehydrogenase
2.1.1.144	trans-aconitate 2-methyltransferase
2.1.1.145	trans-aconitate 3-methyltransferase
1.14.13.14	trans-cinnamate 2-monooxygenase
1.14.13.11	trans-cinnamate 4-monooxygenase
3.3.2.4	trans-epoxysuccinate hydrolase
4.2.1.101	trans-feruloyl-CoA hydratase
6.2.1.34	trans-feruloyl-CoA synthase
2.5.1.30	trans-hexaprenyltranstransferase
2.5.1.11	trans-octaprenyltranstransferase
2.5.1.33	trans-pentaprenyltranstransferase
2.4.1.203	trans-zeatin O-beta-D-glucosyltransferase
2.2.1.2	transaldolase
2.2.1.1	transketolase
2.4.1.216	trehalose 6-phosphate phosphorylase
2.3.1.122	trehalose O-mycolyltransferase
3.1.3.12	trehalose-phosphatase
3.4.21.B21 (preliminary BRENDA-supplied EC number)	trepolisin
3.1.1.38	triacetate-lactonase
3.1.1.3	triacylglycerol lipase
2.3.1.77	triacylglycerol-sterol O-acyltransferase
4.2.3.6	trichodiene synthase
3.4.21.B34 (preliminary BRENDA-supplied EC number)	tricorn core protease (archaea)
2.8.2.19	triglucosylalkylacylglycerol sulfotransferase
2.5.1.36	trihydroxypterocarpan dimethylallyltransferase
2.3.1.95	trihydroxystilbene synthase
3.4.24.52	trimerelysin I
3.4.24.53	trimerelysin II
3.6.1.2	trimetaphosphatase
1.5.8.2	trimethylamine dehydrogenase
1.6.6.9	trimethylamine-N-oxide reductase
1.7.2.3	trimethylamine-N-oxide reductase (cytochrome c)
4.1.2.32	trimethylamine-oxide aldolase
1.14.11.8	trimethyllysine dioxygenase
2.1.1.19	trimethylsulfonium-tetrahydrofolate N-methyltransferase
2.7.1.28	triokinase
3.4.11.4	tripeptide aminopeptidase
3.4.14.9	tripeptidyl-peptidase I
3.4.14.10	tripeptidyl-peptidase II
3.6.1.25	triphosphatase
2.7.99.1	triphosphate-protein phosphotransferase
2.7.8.25	triphosphoribosyl-dephospho-CoA synthase
3.12.1.1	trithionate hydrolase
2.3.1.185	tropine acyltransferase
3.1.1.10	tropinesterase
1.1.1.206	tropinone reductase I
1.1.1.236	tropinone reductase II
2.7.11.28	tropomyosin kinase
1.8.1.12	trypanothione-disulfide reductase
3.4.21.4	trypsin
1.13.99.3	tryptophan 2'-dioxygenase
1.13.11.11	tryptophan 2,3-dioxygenase
2.1.1.106	tryptophan 2-C-methyltransferase
1.13.12.3	tryptophan 2-monooxygenase
1.3.99.B1 (preliminary BRENDA-supplied EC number)	tryptophan 5-halogenase
1.14.16.4	tryptophan 5-monooxygenase
1.14.14.B1 (preliminary BRENDA-supplied EC number)	tryptophan 7-halogenase
1.3.3.10	tryptophan alpha,beta-oxidase
1.4.1.19	tryptophan dehydrogenase
2.5.1.34	tryptophan dimethylallyltransferase
4.2.1.20	tryptophan synthase
2.6.1.27	tryptophan transaminase
2.6.1.28	tryptophan-phenylpyruvate transaminase
3.5.1.57	tryptophanamidase
4.1.99.1	tryptophanase
3.4.11.17	tryptophanyl aminopeptidase
3.6.5.6	tubulin GTPase
6.3.2.B3 (preliminary BRENDA-supplied EC number)	tubulin-glutamate ligase
3.4.17.17	tubulinyl-Tyr carboxypeptidase
2.3.1.B2 (preliminary BRENDA-supplied EC number)	type I polyhydroxybutyrate synthase
3.1.21.3	type I site-specific deoxyribonuclease
2.3.1.B3 (preliminary BRENDA-supplied EC number)	type II polyhydroxybutyrate synthase
3.1.21.4	type II site-specific deoxyribonuclease
2.3.1.B4 (preliminary BRENDA-supplied EC number)	type III polyhydroxybutyrate synthase
3.1.21.5	type III site-specific deoxyribonuclease
2.3.1.110	tyramine N-feruloyltransferase
2.1.1.27	tyramine N-methyltransferase
5.4.3.6	tyrosine 2,3-aminomutase
1.14.16.2	tyrosine 3-monooxygenase
1.14.13.41	tyrosine N-monooxygenase
4.3.1.23	tyrosine ammonia-lyase
4.1.99.2	tyrosine phenol-lyase
2.6.1.5	tyrosine transaminase
6.3.2.24	tyrosine-arginine ligase
2.8.2.9	tyrosine-ester sulfotransferase
3.4.21.73	u-Plasminogen activator
1.10.2.2	ubiquinol-cytochrome-c reductase
3.1.2.15	ubiquitin thiolesterase
6.3.2.B1 (preliminary BRENDA-supplid EC nmuber)	ubiquitin-activating enzyme
6.3.2.21	ubiquitin-calmodulin ligase
3.4.19.12	ubiquitinyl hydrolase 1
2.3.1.B5 (preliminary BRENDA-supplied EC number)	unclassified polyhydroxybutyrate synthase
2.7.1.66	undecaprenol kinase
3.6.1.27	undecaprenyl-diphosphatase
2.7.8.6	undecaprenyl-phosphate galactose phosphotransferase
2.4.1.54	undecaprenyl-phosphate mannosyltransferase
2.4.1.227	undecaprenyldiphospho-muramoylpentapeptidebeta-N-acetylglucosaminyltransferase
1.14.14.1	unspecific monooxygenase
2.4.2.9	uracil phosphoribosyltransferase
3.2.2.B1 (preliminary BRENDA-supplied EC number)	uracil-DNA glycosylase
1.17.99.4	uracil/thymine dehydrogenase
2.5.1.53	uracilylalanine synthase
1.7.3.3	urate oxidase
2.4.2.16	urate-ribonucleotide phosphorylase
3.5.1.5	urease
1.1.1.154	ureidoglycolate dehydrogenase
3.5.3.19	ureidoglycolate hydrolase
4.3.2.3	ureidoglycolate lyase
3.5.1.7	ureidosuccinase
3.5.1.75	urethanase
2.7.1.48	uridine kinase
3.2.2.3	uridine nucleosidase
2.4.2.3	uridine phosphorylase
1.1.1.203	uronate dehydrogenase
3.1.1.19	uronolactonase
2.1.1.107	uroporphyrinogen-III C-methyltransferase
4.2.1.75	uroporphyrinogen-III synthase
4.1.1.14	valine decarboxylase
1.4.1.8	valine dehydrogenase (NADP+)
2.6.1.32	valine-3-methyl-2-oxovalerate transaminase
2.6.1.66	valine-pyruvate transaminase
1.14.13.82	vanillate monooxygenase
1.2.1.67	vanillin dehydrogenase
4.1.2.41	vanillin synthase
1.1.3.38	vanillyl-alcohol oxidase
1.1.1.273	vellosimine dehydrogenase
3.1.15.1	venom exonuclease
1.11.1.16	versatile peroxidase
3.6.4.6	vesicle-fusing ATPase
4.2.3.21	vetispiradiene synthase
3.4.24.25	vibriolysin
3.2.1.119	vicianin beta-glucosidase
3.4.22.B1 (preliminary BRENDA-supplied EC number)	vignain
1.14.13.75	vinorine hydroxylase
2.3.1.160	vinorine synthase
5.3.3.3	vinylacetyl-CoA DELTA-isomerase
1.10.99.3	violaxanthin de-epoxidase
2.7.1.103	viomycin kinase
3.6.3.33	vitamin B12-transporting ATPase
1.1.4.2	vitamin-K-epoxide reductase (warfarin-insensitive)
1.1.4.1	vitamin-K-epoxide reductase (warfarin-sensitive)
2.1.1.153	vitexin 2''-O-rhamnoside 7-O-methyltransferase
2.4.1.105	vitexin beta-glucosyltransferase
1.1.1.221	vomifoliol dehydrogenase
2.4.1.219	vomilenine glucosyltransferase
1.5.1.32	vomilenine reductase
3.4.23.B17 (preliminary BRENDA-supplied EC number)	walleye dermal sarcoma virus proteinase
3.1.1.50	wax-ester hydrolase
4.2.2.12	xanthan lyase
1.17.1.4	xanthine dehydrogenase
1.17.3.2	xanthine oxidase
2.4.2.22	xanthine phosphoribosyltransferase
1.3.1.41	xanthommatin reductase
3.4.21.101	xanthomonalisin
1.1.1.288	xanthoxin dehydrogenase
1.7.1.B1 (preliminary BRENDA-supplied EC number)	xenobiotic reductase B
3.6.3.44	xenobiotic-transporting ATPase
3.2.1.72	xylan 1,3-beta-xylosidase
3.2.1.37	xylan 1,4-beta-xylosidase
3.2.1.131	xylan alpha-1,2-glucuronosidase
3.2.1.32	xylan endo-1,3-beta-xylosidase
2.7.1.122	xylitol kinase
2.4.1.168	xyloglucan 4-glucosyltransferase
2.4.2.39	xyloglucan 6-xylosyltransferase
3.2.1.151	xyloglucan-specific endo-beta-1,4-glucanase
3.2.1.155	xyloglucan-specific exo-beta-1,4-glucanase
2.4.1.207	xyloglucan:xyloglucosyl transferase
4.2.1.82	xylonate dehydratase
3.1.1.68	xylono-1,4-lactonase
2.4.1.133	xylosylprotein 4-beta-galactosyltransferase
2.7.1.17	xylulokinase
3.4.23.41	yapsin 1
2.7.4.B1 (preliminary BRENDA-supplid EC number)	yeast UMP kinase
3.1.14.1	yeast ribonuclease
2.5.1.50	zeatin 9-aminocarboxyethyltransferase
2.4.2.40	zeatin O-beta-D-xylosyltransferase
1.3.1.69	zeatin reductase
1.14.13.90	zeaxanthin epoxidase
